"ID";"PROGENY";"GA_PARENT";"GB_PARENT";"PARCEL";"PLOT";"X_POSITION";"Y_POSITION";"EVENT_T1S";"Y_T1S";"EVENT_TD";"Y_TD"
"D2L1_18";"D2L1";"D2";"L1";"44A";55;34;8;1;25.5;0;25.5
"D5L2_16";"D5L2";"D5";"L2";"44A";59;34;9;1;25.5;0;25.5
"D5L2_17";"D5L2";"D5";"L2";"44A";59;34;10;1;14;1;15
"D5L2_18";"D5L2";"D5";"L2";"44A";59;34;11;1;25.5;0;25.5
"D2L2_16";"D2L2";"D2";"L2";"44A";63;34;12;1;19;1;23
"D2L2_17";"D2L2";"D2";"L2";"44A";63;34;13;1;4.5;1;7.5
"D2L2_18";"D2L2";"D2";"L2";"44A";63;34;14;1;25.5;0;25.5
"D2L3_19";"D2L3";"D2";"L3";"44A";51;35;3.5;1;24.5;0;25.5
"D2L3_20";"D2L3";"D2";"L3";"44A";51;35;4.5;1;24.5;0;25.5
"D2L3_21";"D2L3";"D2";"L3";"44A";51;35;5.5;0;25.5;0;25.5
"D2L1_19";"D2L1";"D2";"L1";"44A";55;35;6.5;1;24.5;0;25.5
"D2L1_20";"D2L1";"D2";"L1";"44A";55;35;7.5;1;24.5;0;25.5
"D2L1_21";"D2L1";"D2";"L1";"44A";55;35;8.5;1;24;0;25.5
"D5L2_19";"D5L2";"D5";"L2";"44A";59;35;9.5;1;20.5;1;23.5
"D5L2_20";"D5L2";"D5";"L2";"44A";59;35;10.5;1;24.5;0;25.5
"D5L2_21";"D5L2";"D5";"L2";"44A";59;35;11.5;1;24.5;0;25.5
"D2L2_19";"D2L2";"D2";"L2";"44A";63;35;12.5;1;22.5;1;25
"D2L2_20";"D2L2";"D2";"L2";"44A";63;35;13.5;1;24.5;0;25.5
"D2L2_21";"D2L2";"D2";"L2";"44A";63;35;14.5;0;25.5;0;25.5
"D2L3_22";"D2L3";"D2";"L3";"44A";51;36;3;1;22.5;1;24.5
"D2L3_23";"D2L3";"D2";"L3";"44A";51;36;4;1;19.5;1;23
"D2L3_24";"D2L3";"D2";"L3";"44A";51;36;5;1;24.5;0;25.5
"D2L1_22";"D2L1";"D2";"L1";"44A";55;36;6;1;24.5;0;25.5
"D2L1_23";"D2L1";"D2";"L1";"44A";55;36;7;0;25.5;0;25.5
"D2L1_24";"D2L1";"D2";"L1";"44A";55;36;8;1;24.5;0;25.5
"D5L2_22";"D5L2";"D5";"L2";"44A";59;36;9;1;19;1;24
"D5L2_23";"D5L2";"D5";"L2";"44A";59;36;10;1;18.5;1;22.5
"D5L2_24";"D5L2";"D5";"L2";"44A";59;36;11;1;22.5;0;25.5
"D2L2_22";"D2L2";"D2";"L2";"44A";63;36;12;0;25.5;0;25.5
"D2L2_23";"D2L2";"D2";"L2";"44A";63;36;13;0;25.5;0;25.5
"D2L2_24";"D2L2";"D2";"L2";"44A";63;36;14;0;25.5;0;25.5
"D2L3_25";"D2L3";"D2";"L3";"44A";51;37;3.5;1;24;0;25.5
"D2L3_26";"D2L3";"D2";"L3";"44A";51;37;4.5;1;25.5;0;25.5
"D2L3_27";"D2L3";"D2";"L3";"44A";51;37;5.5;0;25.5;0;25.5
"D2L1_25";"D2L1";"D2";"L1";"44A";55;37;6.5;0;25.5;0;25.5
"D2L1_26";"D2L1";"D2";"L1";"44A";55;37;7.5;0;25.5;0;25.5
"D2L1_27";"D2L1";"D2";"L1";"44A";55;37;8.5;0;25.5;0;25.5
"D5L2_25";"D5L2";"D5";"L2";"44A";59;37;9.5;0;25.5;0;25.5
"D5L2_26";"D5L2";"D5";"L2";"44A";59;37;10.5;0;25.5;0;25.5
"D5L2_27";"D5L2";"D5";"L2";"44A";59;37;11.5;0;25.5;0;25.5
"D2L2_25";"D2L2";"D2";"L2";"44A";63;37;12.5;0;25.5;0;25.5
"D2L2_26";"D2L2";"D2";"L2";"44A";63;37;13.5;0;25.5;0;25.5
"D2L2_27";"D2L2";"D2";"L2";"44A";63;37;14.5;0;25.5;0;25.5
"D2L3_28";"D2L3";"D2";"L3";"44A";51;38;3;1;21;1;24.5
"D2L3_29";"D2L3";"D2";"L3";"44A";51;38;4;1;22.5;1;24.5
"D2L3_30";"D2L3";"D2";"L3";"44A";51;38;5;1;22.5;1;24
"D2L1_28";"D2L1";"D2";"L1";"44A";55;38;6;0;25.5;0;25.5
"D2L1_29";"D2L1";"D2";"L1";"44A";55;38;7;1;24;1;25.5
"D2L1_30";"D2L1";"D2";"L1";"44A";55;38;8;0;25.5;0;25.5
"D5L2_28";"D5L2";"D5";"L2";"44A";59;38;9;0;25.5;0;25.5
"D5L2_29";"D5L2";"D5";"L2";"44A";59;38;10;0;25.5;0;25.5
"D5L2_30";"D5L2";"D5";"L2";"44A";59;38;11;0;25.5;0;25.5
"D2L2_28";"D2L2";"D2";"L2";"44A";63;38;12;0;25.5;0;25.5
"D2L2_29";"D2L2";"D2";"L2";"44A";63;38;13;0;25.5;0;25.5
"D2L2_30";"D2L2";"D2";"L2";"44A";63;38;14;0;25.5;0;25.5
"D3Y1_31";"D3Y1";"D3";"Y1";"44A";50;39;3.5;1;24.5;0;25.5
"D3Y1_32";"D3Y1";"D3";"Y1";"44A";50;39;4.5;1;22;0;25.5
"D3Y1_33";"D3Y1";"D3";"Y1";"44A";50;39;5.5;1;11.5;1;14
"D2L1_31";"D2L1";"D2";"L1";"44A";54;39;6.5;0;25.5;0;25.5
"D2L1_32";"D2L1";"D2";"L1";"44A";54;39;7.5;1;25;0;25.5
"D2L1_33";"D2L1";"D2";"L1";"44A";54;39;8.5;1;19;1;23
"D3Y1_34";"D3Y1";"D3";"Y1";"44A";58;39;9.5;0;25.5;0;25.5
"D3Y1_35";"D3Y1";"D3";"Y1";"44A";58;39;10.5;0;25.5;0;25.5
"D3Y1_36";"D3Y1";"D3";"Y1";"44A";58;39;11.5;1;24.5;0;25.5
"D3L1_16";"D3L1";"D3";"L1";"44A";62;39;12.5;1;11.5;1;14.5
"D3L1_17";"D3L1";"D3";"L1";"44A";62;39;13.5;1;25;0;25.5
"D3L1_18";"D3L1";"D3";"L1";"44A";62;39;14.5;0;7.5;0;7.5
"D3Y1_37";"D3Y1";"D3";"Y1";"44A";50;40;3;1;13.5;1;14
"D3Y1_38";"D3Y1";"D3";"Y1";"44A";50;40;4;1;21;0;25.5
"D3Y1_39";"D3Y1";"D3";"Y1";"44A";50;40;5;1;23.5;0;25.5
"D2L1_34";"D2L1";"D2";"L1";"44A";54;40;6;1;12.5;1;24.5
"D2L1_35";"D2L1";"D2";"L1";"44A";54;40;7;1;14.5;1;16
"D2L1_36";"D2L1";"D2";"L1";"44A";54;40;8;1;24.5;0;25.5
"D3Y1_40";"D3Y1";"D3";"Y1";"44A";58;40;9;0;25.5;0;25.5
"D3Y1_41";"D3Y1";"D3";"Y1";"44A";58;40;10;0;25.5;0;25.5
"D3Y1_42";"D3Y1";"D3";"Y1";"44A";58;40;11;0;25.5;0;25.5
"D3L1_19";"D3L1";"D3";"L1";"44A";62;40;12;0;25.5;0;25.5
"D3L1_20";"D3L1";"D3";"L1";"44A";62;40;13;1;25;0;25.5
"D3L1_21";"D3L1";"D3";"L1";"44A";62;40;14;1;12.5;1;25
"D3Y1_43";"D3Y1";"D3";"Y1";"44A";50;41;3.5;0;25.5;0;25.5
"D3Y1_44";"D3Y1";"D3";"Y1";"44A";50;41;4.5;1;10;1;10.5
"D3Y1_45";"D3Y1";"D3";"Y1";"44A";50;41;5.5;0;8.5;0;8.5
"D2L1_37";"D2L1";"D2";"L1";"44A";54;41;6.5;1;19.5;1;22.5
"D2L1_38";"D2L1";"D2";"L1";"44A";54;41;7.5;1;23.5;0;25.5
"D2L1_39";"D2L1";"D2";"L1";"44A";54;41;8.5;1;21;1;24
"D3Y1_46";"D3Y1";"D3";"Y1";"44A";58;41;9.5;0;25.5;0;25.5
"D3Y1_47";"D3Y1";"D3";"Y1";"44A";58;41;10.5;1;24;0;25.5
"D3Y1_48";"D3Y1";"D3";"Y1";"44A";58;41;11.5;0;25.5;0;25.5
"D3L1_22";"D3L1";"D3";"L1";"44A";62;41;12.5;1;17.5;1;19.5
"D3L1_23";"D3L1";"D3";"L1";"44A";62;41;13.5;1;18.5;1;22.5
"D3L1_24";"D3L1";"D3";"L1";"44A";62;41;14.5;0;25.5;0;25.5
"D3Y1_49";"D3Y1";"D3";"Y1";"44A";50;42;3;0;25.5;0;25.5
"D3Y1_50";"D3Y1";"D3";"Y1";"44A";50;42;4;0;25.5;0;25.5
"D3Y1_51";"D3Y1";"D3";"Y1";"44A";50;42;5;1;13.5;1;14
"D2L1_40";"D2L1";"D2";"L1";"44A";54;42;6;0;25.5;0;25.5
"D2L1_41";"D2L1";"D2";"L1";"44A";54;42;7;0;25.5;0;25.5
"D2L1_42";"D2L1";"D2";"L1";"44A";54;42;8;1;19.5;1;22
"D3Y1_52";"D3Y1";"D3";"Y1";"44A";58;42;9;1;20.5;1;23
"D3Y1_53";"D3Y1";"D3";"Y1";"44A";58;42;10;0;25.5;0;25.5
"D3Y1_54";"D3Y1";"D3";"Y1";"44A";58;42;11;0;25.5;0;25.5
"D3L1_25";"D3L1";"D3";"L1";"44A";62;42;12;1;15.5;1;22.5
"D3L1_26";"D3L1";"D3";"L1";"44A";62;42;13;1;8.5;1;9.5
"D3L1_27";"D3L1";"D3";"L1";"44A";62;42;14;0;7;0;7
"D3Y1_55";"D3Y1";"D3";"Y1";"44A";50;43;3.5;0;25.5;0;25.5
"D3Y1_56";"D3Y1";"D3";"Y1";"44A";50;43;4.5;1;24.5;0;25.5
"D3Y1_57";"D3Y1";"D3";"Y1";"44A";50;43;5.5;1;24.5;0;25.5
"D2L1_43";"D2L1";"D2";"L1";"44A";54;43;6.5;1;24;0;25.5
"D2L1_44";"D2L1";"D2";"L1";"44A";54;43;7.5;1;14;1;14.5
"D2L1_45";"D2L1";"D2";"L1";"44A";54;43;8.5;1;14;1;14.5
"D3Y1_58";"D3Y1";"D3";"Y1";"44A";58;43;9.5;0;25.5;0;25.5
"D3Y1_59";"D3Y1";"D3";"Y1";"44A";58;43;10.5;0;25.5;0;25.5
"D3Y1_60";"D3Y1";"D3";"Y1";"44A";58;43;11.5;0;25.5;0;25.5
"D3L1_28";"D3L1";"D3";"L1";"44A";62;43;12.5;1;19.5;1;22.5
"D3L1_29";"D3L1";"D3";"L1";"44A";62;43;13.5;1;17;1;18.5
"D3L1_30";"D3L1";"D3";"L1";"44A";62;43;14.5;1;15.5;1;18
"D3L3_31";"D3L3";"D3";"L3";"44A";49;44;3;1;19;1;23
"D3L3_32";"D3L3";"D3";"L3";"44A";49;44;4;1;12.5;1;13
"D3L3_33";"D3L3";"D3";"L3";"44A";49;44;5;1;17.5;1;21
"D4L3_16";"D4L3";"D4";"L3";"44A";53;44;6;1;18;1;20.5
"D4L3_17";"D4L3";"D4";"L3";"44A";53;44;7;0;13;0;13
"D4L3_18";"D4L3";"D4";"L3";"44A";53;44;8;1;20.5;1;22.5
"D3L2_16";"D3L2";"D3";"L2";"44A";57;44;9;1;23.5;0;25.5
"D3L2_17";"D3L2";"D3";"L2";"44A";57;44;10;1;25.5;0;25.5
"D3L2_18";"D3L2";"D3";"L2";"44A";57;44;11;1;24.5;1;25.5
"D2Y1_16";"D2Y1";"D2";"Y1";"44A";61;44;12;1;18;1;18.5
"D2Y1_17";"D2Y1";"D2";"Y1";"44A";61;44;13;1;14;1;14.5
"D2Y1_18";"D2Y1";"D2";"Y1";"44A";61;44;14;1;8.5;1;12.5
"D3L3_34";"D3L3";"D3";"L3";"44A";49;45;3.5;0;25.5;0;25.5
"D3L3_35";"D3L3";"D3";"L3";"44A";49;45;4.5;0;25.5;0;25.5
"D3L3_36";"D3L3";"D3";"L3";"44A";49;45;5.5;1;22;1;24.5
"D4L3_19";"D4L3";"D4";"L3";"44A";53;45;6.5;0;25.5;0;25.5
"D4L3_20";"D4L3";"D4";"L3";"44A";53;45;7.5;1;17.5;1;20.5
"D4L3_21";"D4L3";"D4";"L3";"44A";53;45;8.5;0;25.5;0;25.5
"D3L2_19";"D3L2";"D3";"L2";"44A";57;45;9.5;1;21.5;1;24
"D3L2_20";"D3L2";"D3";"L2";"44A";57;45;10.5;1;17.5;1;22.5
"D3L2_21";"D3L2";"D3";"L2";"44A";57;45;11.5;0;25.5;0;25.5
"D2Y1_19";"D2Y1";"D2";"Y1";"44A";61;45;12.5;0;25.5;0;25.5
"D2Y1_20";"D2Y1";"D2";"Y1";"44A";61;45;13.5;1;21;0;25.5
"D2Y1_21";"D2Y1";"D2";"Y1";"44A";61;45;14.5;0;25.5;0;25.5
"D3L3_37";"D3L3";"D3";"L3";"44A";49;46;3;0;25.5;0;25.5
"D3L3_38";"D3L3";"D3";"L3";"44A";49;46;4;0;25.5;0;25.5
"D3L3_39";"D3L3";"D3";"L3";"44A";49;46;5;1;10.5;1;11
"D4L3_22";"D4L3";"D4";"L3";"44A";53;46;6;0;25.5;0;25.5
"D4L3_23";"D4L3";"D4";"L3";"44A";53;46;7;0;25.5;0;25.5
"D4L3_24";"D4L3";"D4";"L3";"44A";53;46;8;0;25.5;0;25.5
"D3L2_22";"D3L2";"D3";"L2";"44A";57;46;9;1;23;1;24.5
"D3L2_23";"D3L2";"D3";"L2";"44A";57;46;10;1;9.5;1;10.5
"D3L2_24";"D3L2";"D3";"L2";"44A";57;46;11;1;16;1;21.5
"D2Y1_22";"D2Y1";"D2";"Y1";"44A";61;46;12;0;25.5;0;25.5
"D2Y1_23";"D2Y1";"D2";"Y1";"44A";61;46;13;1;25.5;0;25.5
"D2Y1_24";"D2Y1";"D2";"Y1";"44A";61;46;14;1;23;0;25.5
"D3L3_40";"D3L3";"D3";"L3";"44A";49;47;3.5;1;23;0;25.5
"D3L3_41";"D3L3";"D3";"L3";"44A";49;47;4.5;1;14;1;15
"D3L3_42";"D3L3";"D3";"L3";"44A";49;47;5.5;1;17;1;19
"D4L3_25";"D4L3";"D4";"L3";"44A";53;47;6.5;1;22.5;0;25.5
"D4L3_26";"D4L3";"D4";"L3";"44A";53;47;7.5;1;25.5;0;25.5
"D4L3_27";"D4L3";"D4";"L3";"44A";53;47;8.5;1;25.5;0;25.5
"D3L2_25";"D3L2";"D3";"L2";"44A";57;47;9.5;1;21;1;24
"D3L2_26";"D3L2";"D3";"L2";"44A";57;47;10.5;0;15;0;15
"D3L2_27";"D3L2";"D3";"L2";"44A";57;47;11.5;1;10.5;1;11.5
"D2Y1_25";"D2Y1";"D2";"Y1";"44A";61;47;12.5;1;24.5;0;25.5
"D2Y1_26";"D2Y1";"D2";"Y1";"44A";61;47;13.5;1;25.5;0;25.5
"D2Y1_27";"D2Y1";"D2";"Y1";"44A";61;47;14.5;1;25.5;0;25.5
"D3L3_43";"D3L3";"D3";"L3";"44A";49;48;3;1;21.5;0;25.5
"D3L3_44";"D3L3";"D3";"L3";"44A";49;48;4;1;25.5;0;25.5
"D3L3_45";"D3L3";"D3";"L3";"44A";49;48;5;1;25.5;0;25.5
"D4L3_28";"D4L3";"D4";"L3";"44A";53;48;6;1;25.5;0;25.5
"D4L3_29";"D4L3";"D4";"L3";"44A";53;48;7;0;25.5;0;25.5
"D4L3_30";"D4L3";"D4";"L3";"44A";53;48;8;1;25.5;0;25.5
"D3L2_28";"D3L2";"D3";"L2";"44A";57;48;9;1;25.5;0;25.5
"D3L2_29";"D3L2";"D3";"L2";"44A";57;48;10;1;25.5;0;25.5
"D3L2_30";"D3L2";"D3";"L2";"44A";57;48;11;1;14;1;14.5
"D2Y1_28";"D2Y1";"D2";"Y1";"44A";61;48;12;1;15.5;0;25.5
"D2Y1_29";"D2Y1";"D2";"Y1";"44A";61;48;13;1;25.5;0;25.5
"D2Y1_30";"D2Y1";"D2";"Y1";"44A";61;48;14;1;25.5;0;25.5
"D2Y1_31";"D2Y1";"D2";"Y1";"44A";36;49;3.5;0;25.5;0;25.5
"D2Y1_32";"D2Y1";"D2";"Y1";"44A";36;49;4.5;1;15.5;1;21
"D2Y1_33";"D2Y1";"D2";"Y1";"44A";36;49;5.5;1;14.5;1;15.5
"D1L3_31";"D1L3";"D1";"L3";"44A";40;49;6.5;0;25.5;0;25.5
"D1L3_32";"D1L3";"D1";"L3";"44A";40;49;7.5;0;25.5;0;25.5
"D1L3_33";"D1L3";"D1";"L3";"44A";40;49;8.5;0;25.5;0;25.5
"D2L1_46";"D2L1";"D2";"L1";"44A";44;49;9.5;0;25.5;0;25.5
"D2L1_47";"D2L1";"D2";"L1";"44A";44;49;10.5;0;25.5;0;25.5
"D2L1_48";"D2L1";"D2";"L1";"44A";44;49;11.5;0;25.5;0;25.5
"D3L3_46";"D3L3";"D3";"L3";"44A";48;49;12.5;0;25.5;0;25.5
"D3L3_47";"D3L3";"D3";"L3";"44A";48;49;13.5;0;25.5;0;25.5
"D3L3_48";"D3L3";"D3";"L3";"44A";48;49;14.5;1;19;1;21.5
"D2Y1_34";"D2Y1";"D2";"Y1";"44A";36;50;3;1;22;1;25.5
"D2Y1_35";"D2Y1";"D2";"Y1";"44A";36;50;4;1;25;1;25.5
"D2Y1_36";"D2Y1";"D2";"Y1";"44A";36;50;5;1;19.5;0;25.5
"D1L3_34";"D1L3";"D1";"L3";"44A";40;50;6;0;25.5;0;25.5
"D1L3_35";"D1L3";"D1";"L3";"44A";40;50;7;1;15.5;1;22.5
"D1L3_36";"D1L3";"D1";"L3";"44A";40;50;8;0;25.5;0;25.5
"D2L1_49";"D2L1";"D2";"L1";"44A";44;50;9;0;25.5;0;25.5
"D2L1_50";"D2L1";"D2";"L1";"44A";44;50;10;0;25.5;0;25.5
"D2L1_51";"D2L1";"D2";"L1";"44A";44;50;11;0;25.5;0;25.5
"D3L3_49";"D3L3";"D3";"L3";"44A";48;50;12;0;25.5;0;25.5
"D3L3_50";"D3L3";"D3";"L3";"44A";48;50;13;1;21;1;24
"D3L3_51";"D3L3";"D3";"L3";"44A";48;50;14;0;25.5;0;25.5
"D2Y1_37";"D2Y1";"D2";"Y1";"44A";36;51;3.5;1;24.5;0;25.5
"D2Y1_38";"D2Y1";"D2";"Y1";"44A";36;51;4.5;1;24.5;0;25.5
"D2Y1_39";"D2Y1";"D2";"Y1";"44A";36;51;5.5;1;23;0;25.5
"D1L3_37";"D1L3";"D1";"L3";"44A";40;51;6.5;1;22;1;25.5
"D1L3_38";"D1L3";"D1";"L3";"44A";40;51;7.5;1;9.5;1;10.5
"D1L3_39";"D1L3";"D1";"L3";"44A";40;51;8.5;1;25.5;0;25.5
"D2L1_52";"D2L1";"D2";"L1";"44A";44;51;9.5;0;25.5;0;25.5
"D2L1_53";"D2L1";"D2";"L1";"44A";44;51;10.5;1;24.5;0;25.5
"D2L1_54";"D2L1";"D2";"L1";"44A";44;51;11.5;0;25.5;0;25.5
"D3L3_52";"D3L3";"D3";"L3";"44A";48;51;12.5;1;24.5;0;25.5
"D3L3_53";"D3L3";"D3";"L3";"44A";48;51;13.5;1;24.5;0;25.5
"D3L3_54";"D3L3";"D3";"L3";"44A";48;51;14.5;0;25.5;0;25.5
"D2Y1_40";"D2Y1";"D2";"Y1";"44A";36;52;3;0;25.5;0;25.5
"D2Y1_41";"D2Y1";"D2";"Y1";"44A";36;52;4;1;24.5;0;25.5
"D2Y1_42";"D2Y1";"D2";"Y1";"44A";36;52;5;1;24.5;0;25.5
"D1L3_40";"D1L3";"D1";"L3";"44A";40;52;6;1;23.5;1;24.5
"D1L3_41";"D1L3";"D1";"L3";"44A";40;52;7;0;10.5;0;10.5
"D1L3_42";"D1L3";"D1";"L3";"44A";40;52;8;1;14;1;14.5
"D2L1_55";"D2L1";"D2";"L1";"44A";44;52;9;1;24.5;0;25.5
"D2L1_56";"D2L1";"D2";"L1";"44A";44;52;10;0;25.5;0;25.5
"D2L1_57";"D2L1";"D2";"L1";"44A";44;52;11;1;24.5;0;25.5
"D3L3_55";"D3L3";"D3";"L3";"44A";48;52;12;1;24.5;0;25.5
"D3L3_56";"D3L3";"D3";"L3";"44A";48;52;13;1;18.5;1;19
"D3L3_57";"D3L3";"D3";"L3";"44A";48;52;14;0;25.5;0;25.5
"D2Y1_43";"D2Y1";"D2";"Y1";"44A";36;53;3.5;0;25.5;0;25.5
"D2Y1_44";"D2Y1";"D2";"Y1";"44A";36;53;4.5;0;25.5;0;25.5
"D2Y1_45";"D2Y1";"D2";"Y1";"44A";36;53;5.5;0;25.5;0;25.5
"D1L3_43";"D1L3";"D1";"L3";"44A";40;53;6.5;1;19.5;1;23
"D1L3_44";"D1L3";"D1";"L3";"44A";40;53;7.5;1;14;1;15.5
"D1L3_45";"D1L3";"D1";"L3";"44A";40;53;8.5;1;21;1;24
"D2L1_58";"D2L1";"D2";"L1";"44A";44;53;9.5;0;25.5;0;25.5
"D2L1_59";"D2L1";"D2";"L1";"44A";44;53;10.5;1;23.5;0;25.5
"D2L1_60";"D2L1";"D2";"L1";"44A";44;53;11.5;0;25.5;0;25.5
"D3L3_58";"D3L3";"D3";"L3";"44A";48;53;12.5;1;12.5;1;15
"D3L3_59";"D3L3";"D3";"L3";"44A";48;53;13.5;0;25.5;0;25.5
"D3L3_60";"D3L3";"D3";"L3";"44A";48;53;14.5;0;25.5;0;25.5
"D2L3_31";"D2L3";"D2";"L3";"44A";35;54;3;0;25.5;0;25.5
"D2L3_32";"D2L3";"D2";"L3";"44A";35;54;4;1;24.5;0;25.5
"D2L3_33";"D2L3";"D2";"L3";"44A";35;54;5;1;25.5;0;25.5
"D3Y1_61";"D3Y1";"D3";"Y1";"44A";39;54;6;1;25;0;25.5
"D3Y1_62";"D3Y1";"D3";"Y1";"44A";39;54;7;1;24.5;0;25.5
"D3Y1_63";"D3Y1";"D3";"Y1";"44A";39;54;8;1;20.5;1;24
"D3L2_31";"D3L2";"D3";"L2";"44A";43;54;9;1;25;0;25.5
"D3L2_32";"D3L2";"D3";"L2";"44A";43;54;10;1;25.5;0;25.5
"D3L2_33";"D3L2";"D3";"L2";"44A";43;54;11;0;25.5;0;25.5
"D2L2_31";"D2L2";"D2";"L2";"44A";47;54;12;1;18;1;21
"D2L2_32";"D2L2";"D2";"L2";"44A";47;54;13;1;24;0;25.5
"D2L2_33";"D2L2";"D2";"L2";"44A";47;54;14;0;25.5;0;25.5
"D2L3_34";"D2L3";"D2";"L3";"44A";35;55;3.5;1;21.5;1;24.5
"D2L3_35";"D2L3";"D2";"L3";"44A";35;55;4.5;1;25;0;25.5
"D2L3_36";"D2L3";"D2";"L3";"44A";35;55;5.5;1;25;0;25.5
"D3Y1_64";"D3Y1";"D3";"Y1";"44A";39;55;6.5;0;25.5;0;25.5
"D3Y1_65";"D3Y1";"D3";"Y1";"44A";39;55;7.5;1;6.5;1;7.5
"D3Y1_66";"D3Y1";"D3";"Y1";"44A";39;55;8.5;0;25.5;0;25.5
"D3L2_34";"D3L2";"D3";"L2";"44A";43;55;9.5;0;25.5;0;25.5
"D3L2_35";"D3L2";"D3";"L2";"44A";43;55;10.5;1;21;1;24
"D3L2_36";"D3L2";"D3";"L2";"44A";43;55;11.5;0;25.5;0;25.5
"D2L2_34";"D2L2";"D2";"L2";"44A";47;55;12.5;1;25;0;25.5
"D2L2_35";"D2L2";"D2";"L2";"44A";47;55;13.5;1;20.5;1;23.5
"D2L2_36";"D2L2";"D2";"L2";"44A";47;55;14.5;0;25.5;0;25.5
"D2L3_37";"D2L3";"D2";"L3";"44A";35;56;3;0;25.5;0;25.5
"D2L3_38";"D2L3";"D2";"L3";"44A";35;56;4;0;25.5;0;25.5
"D2L3_39";"D2L3";"D2";"L3";"44A";35;56;5;1;22.5;0;25.5
"D3Y1_67";"D3Y1";"D3";"Y1";"44A";39;56;6;1;18.5;1;24
"D3Y1_68";"D3Y1";"D3";"Y1";"44A";39;56;7;0;25.5;0;25.5
"D3Y1_69";"D3Y1";"D3";"Y1";"44A";39;56;8;1;24;0;25.5
"D3L2_37";"D3L2";"D3";"L2";"44A";43;56;9;0;25.5;0;25.5
"D3L2_38";"D3L2";"D3";"L2";"44A";43;56;10;0;25.5;0;25.5
"D3L2_39";"D3L2";"D3";"L2";"44A";43;56;11;1;24.5;0;25.5
"D2L2_37";"D2L2";"D2";"L2";"44A";47;56;12;0;25.5;0;25.5
"D2L2_38";"D2L2";"D2";"L2";"44A";47;56;13;1;25;0;25.5
"D2L2_39";"D2L2";"D2";"L2";"44A";47;56;14;0;25.5;0;25.5
"D2L3_40";"D2L3";"D2";"L3";"44A";35;57;3.5;1;24.5;0;25.5
"D2L3_41";"D2L3";"D2";"L3";"44A";35;57;4.5;0;25.5;0;25.5
"D2L3_42";"D2L3";"D2";"L3";"44A";35;57;5.5;1;24.5;0;25.5
"D3Y1_70";"D3Y1";"D3";"Y1";"44A";39;57;6.5;1;18;1;25
"D3Y1_71";"D3Y1";"D3";"Y1";"44A";39;57;7.5;0;25.5;0;25.5
"D3Y1_72";"D3Y1";"D3";"Y1";"44A";39;57;8.5;0;25.5;0;25.5
"D3L2_40";"D3L2";"D3";"L2";"44A";43;57;9.5;1;10.5;1;24
"D3L2_41";"D3L2";"D3";"L2";"44A";43;57;10.5;0;25.5;0;25.5
"D3L2_42";"D3L2";"D3";"L2";"44A";43;57;11.5;0;25.5;0;25.5
"D2L2_40";"D2L2";"D2";"L2";"44A";47;57;12.5;0;25.5;0;25.5
"D2L2_41";"D2L2";"D2";"L2";"44A";47;57;13.5;0;25.5;0;25.5
"D2L2_42";"D2L2";"D2";"L2";"44A";47;57;14.5;0;25.5;0;25.5
"D2L3_43";"D2L3";"D2";"L3";"44A";35;58;3;0;25.5;0;25.5
"D2L3_44";"D2L3";"D2";"L3";"44A";35;58;4;0;25.5;0;25.5
"D2L3_45";"D2L3";"D2";"L3";"44A";35;58;5;0;25.5;0;25.5
"D3Y1_73";"D3Y1";"D3";"Y1";"44A";39;58;6;1;21.5;1;24
"D3Y1_74";"D3Y1";"D3";"Y1";"44A";39;58;7;1;14;1;14.5
"D3Y1_75";"D3Y1";"D3";"Y1";"44A";39;58;8;0;25.5;0;25.5
"D3L2_43";"D3L2";"D3";"L2";"44A";43;58;9;0;25.5;0;25.5
"D3L2_44";"D3L2";"D3";"L2";"44A";43;58;10;1;23.5;0;25.5
"D3L2_45";"D3L2";"D3";"L2";"44A";43;58;11;0;25.5;0;25.5
"D2L2_43";"D2L2";"D2";"L2";"44A";47;58;12;0;25.5;0;25.5
"D2L2_44";"D2L2";"D2";"L2";"44A";47;58;13;0;25.5;0;25.5
"D2L2_45";"D2L2";"D2";"L2";"44A";47;58;14;1;21.5;1;24
"D4L3_31";"D4L3";"D4";"L3";"44A";34;59;3.5;1;24.5;0;25.5
"D4L3_32";"D4L3";"D4";"L3";"44A";34;59;4.5;1;23;0;25.5
"D4L3_33";"D4L3";"D4";"L3";"44A";34;59;5.5;1;24.5;0;25.5
"D1Y1_31";"D1Y1";"D1";"Y1";"44A";38;59;6.5;1;24.5;0;25.5
"D1Y1_32";"D1Y1";"D1";"Y1";"44A";38;59;7.5;1;23;0;25.5
"D1Y1_33";"D1Y1";"D1";"Y1";"44A";38;59;8.5;1;17.5;1;19
"D3L1_31";"D3L1";"D3";"L1";"44A";42;59;9.5;1;24.5;0;25.5
"D3L1_32";"D3L1";"D3";"L1";"44A";42;59;10.5;1;22.5;1;23
"D3L1_33";"D3L1";"D3";"L1";"44A";42;59;11.5;1;24.5;0;25.5
"D3Y1_76";"D3Y1";"D3";"Y1";"44A";46;59;12.5;1;18;1;18.5
"D3Y1_77";"D3Y1";"D3";"Y1";"44A";46;59;13.5;0;25.5;0;25.5
"D3Y1_78";"D3Y1";"D3";"Y1";"44A";46;59;14.5;1;22;0;25.5
"D4L3_34";"D4L3";"D4";"L3";"44A";34;60;3;1;17;1;19
