"ID";"PROGENY";"GA_PARENT";"GB_PARENT";"PARCEL";"PLOT";"X_POSITION";"Y_POSITION";"EVENT_T1S";"Y_T1S";"EVENT_TD";"Y_TD"
"D4L3_35";"D4L3";"D4";"L3";"44A";34;60;4;1;25;0;25.5
"D4L3_36";"D4L3";"D4";"L3";"44A";34;60;5;1;24.5;0;25.5
"D1Y1_34";"D1Y1";"D1";"Y1";"44A";38;60;6;0;25.5;0;25.5
"D1Y1_35";"D1Y1";"D1";"Y1";"44A";38;60;7;1;24.5;0;25.5
"D1Y1_36";"D1Y1";"D1";"Y1";"44A";38;60;8;0;25.5;0;25.5
"D3L1_34";"D3L1";"D3";"L1";"44A";42;60;9;0;25.5;0;25.5
"D3L1_35";"D3L1";"D3";"L1";"44A";42;60;10;1;6;1;6.5
"D3L1_36";"D3L1";"D3";"L1";"44A";42;60;11;0;25.5;0;25.5
"D3Y1_79";"D3Y1";"D3";"Y1";"44A";46;60;12;0;25.5;0;25.5
"D3Y1_80";"D3Y1";"D3";"Y1";"44A";46;60;13;0;25.5;0;25.5
"D3Y1_81";"D3Y1";"D3";"Y1";"44A";46;60;14;0;8;0;8
"D4L3_37";"D4L3";"D4";"L3";"44A";34;61;3.5;1;17.5;1;19
"D4L3_38";"D4L3";"D4";"L3";"44A";34;61;4.5;1;25.5;0;25.5
"D4L3_39";"D4L3";"D4";"L3";"44A";34;61;5.5;1;22.5;0;25.5
"D1Y1_37";"D1Y1";"D1";"Y1";"44A";38;61;6.5;1;25;0;25.5
"D1Y1_38";"D1Y1";"D1";"Y1";"44A";38;61;7.5;0;25.5;0;25.5
"D1Y1_39";"D1Y1";"D1";"Y1";"44A";38;61;8.5;0;25.5;0;25.5
"D3L1_37";"D3L1";"D3";"L1";"44A";42;61;9.5;1;25.5;0;25.5
"D3L1_38";"D3L1";"D3";"L1";"44A";42;61;10.5;1;25.5;0;25.5
"D3L1_39";"D3L1";"D3";"L1";"44A";42;61;11.5;1;25.5;0;25.5
"D3Y1_82";"D3Y1";"D3";"Y1";"44A";46;61;12.5;1;15;1;17.5
"D3Y1_83";"D3Y1";"D3";"Y1";"44A";46;61;13.5;0;25.5;0;25.5
"D3Y1_84";"D3Y1";"D3";"Y1";"44A";46;61;14.5;1;23;0;25.5
"D4L3_40";"D4L3";"D4";"L3";"44A";34;62;3;1;21;0;25.5
"D4L3_41";"D4L3";"D4";"L3";"44A";34;62;4;1;25.5;0;25.5
"D4L3_42";"D4L3";"D4";"L3";"44A";34;62;5;1;24;1;25.5
"D1Y1_40";"D1Y1";"D1";"Y1";"44A";38;62;6;1;22;0;25.5
"D1Y1_41";"D1Y1";"D1";"Y1";"44A";38;62;7;0;25.5;0;25.5
"D1Y1_42";"D1Y1";"D1";"Y1";"44A";38;62;8;1;16;1;23
"D3L1_40";"D3L1";"D3";"L1";"44A";42;62;9;1;25.5;0;25.5
"D3L1_41";"D3L1";"D3";"L1";"44A";42;62;10;1;22.5;0;25.5
"D3L1_42";"D3L1";"D3";"L1";"44A";42;62;11;1;24;0;25.5
"D3Y1_85";"D3Y1";"D3";"Y1";"44A";46;62;12;0;25.5;0;25.5
"D3Y1_86";"D3Y1";"D3";"Y1";"44A";46;62;13;1;22.5;0;25.5
"D3Y1_87";"D3Y1";"D3";"Y1";"44A";46;62;14;1;17;1;17.5
"D4L3_43";"D4L3";"D4";"L3";"44A";34;63;3.5;1;23;0;25.5
"D4L3_44";"D4L3";"D4";"L3";"44A";34;63;4.5;0;25.5;0;25.5
"D4L3_45";"D4L3";"D4";"L3";"44A";34;63;5.5;1;23;0;25.5
"D1Y1_43";"D1Y1";"D1";"Y1";"44A";38;63;6.5;0;25.5;0;25.5
"D1Y1_44";"D1Y1";"D1";"Y1";"44A";38;63;7.5;1;21.5;1;24.5
"D1Y1_45";"D1Y1";"D1";"Y1";"44A";38;63;8.5;0;25.5;0;25.5
"D3L1_43";"D3L1";"D3";"L1";"44A";42;63;9.5;1;13.5;1;14
"D3L1_44";"D3L1";"D3";"L1";"44A";42;63;10.5;1;22;0;25.5
"D3L1_45";"D3L1";"D3";"L1";"44A";42;63;11.5;1;25.5;0;25.5
"D3Y1_88";"D3Y1";"D3";"Y1";"44A";46;63;12.5;1;24;0;25.5
"D3Y1_89";"D3Y1";"D3";"Y1";"44A";46;63;13.5;0;25.5;0;25.5
"D3Y1_90";"D3Y1";"D3";"Y1";"44A";46;63;14.5;0;25.5;0;25.5
"D5L2_31";"D5L2";"D5";"L2";"44A";33;64;3;0;25.5;0;25.5
"D5L2_32";"D5L2";"D5";"L2";"44A";33;64;4;1;23.5;1;24.5
"D5L2_33";"D5L2";"D5";"L2";"44A";33;64;5;1;14.5;1;15.5
"D2L1_61";"D2L1";"D2";"L1";"44A";37;64;6;1;21.5;1;24.5
"D2L1_62";"D2L1";"D2";"L1";"44A";37;64;7;1;21;0;25.5
"D2L1_63";"D2L1";"D2";"L1";"44A";37;64;8;0;25.5;0;25.5
"D4L1_31";"D4L1";"D4";"L1";"44A";41;64;9;0;25.5;0;25.5
"D4L1_32";"D4L1";"D4";"L1";"44A";41;64;10;0;25.5;0;25.5
"D4L1_33";"D4L1";"D4";"L1";"44A";41;64;11;0;25.5;0;25.5
"D5L3_31";"D5L3";"D5";"L3";"44A";45;64;12;0;23;0;23
"D5L3_32";"D5L3";"D5";"L3";"44A";45;64;13;0;25.5;0;25.5
"D5L3_33";"D5L3";"D5";"L3";"44A";45;64;14;0;25.5;0;25.5
"D5L2_34";"D5L2";"D5";"L2";"44A";33;65;3.5;0;25.5;0;25.5
"D5L2_35";"D5L2";"D5";"L2";"44A";33;65;4.5;1;2.5;1;5
"D5L2_36";"D5L2";"D5";"L2";"44A";33;65;5.5;0;25.5;0;25.5
"D2L1_64";"D2L1";"D2";"L1";"44A";37;65;6.5;0;25.5;0;25.5
"D2L1_65";"D2L1";"D2";"L1";"44A";37;65;7.5;1;17.5;1;18
"D2L1_66";"D2L1";"D2";"L1";"44A";37;65;8.5;0;25.5;0;25.5
"D4L1_34";"D4L1";"D4";"L1";"44A";41;65;9.5;0;25.5;0;25.5
"D4L1_35";"D4L1";"D4";"L1";"44A";41;65;10.5;0;25.5;0;25.5
"D4L1_36";"D4L1";"D4";"L1";"44A";41;65;11.5;1;23;0;25.5
"D5L3_34";"D5L3";"D5";"L3";"44A";45;65;12.5;0;25.5;0;25.5
"D5L3_35";"D5L3";"D5";"L3";"44A";45;65;13.5;1;21;1;24.5
"D5L3_36";"D5L3";"D5";"L3";"44A";45;65;14.5;1;25.5;0;25.5
"D5L2_37";"D5L2";"D5";"L2";"44A";33;66;3;1;24;0;25.5
"D5L2_38";"D5L2";"D5";"L2";"44A";33;66;4;1;25;0;25.5
"D5L2_39";"D5L2";"D5";"L2";"44A";33;66;5;1;25;0;25.5
"D2L1_67";"D2L1";"D2";"L1";"44A";37;66;6;0;25.5;0;25.5
"D2L1_68";"D2L1";"D2";"L1";"44A";37;66;7;0;25.5;0;25.5
"D2L1_69";"D2L1";"D2";"L1";"44A";37;66;8;0;25.5;0;25.5
"D4L1_37";"D4L1";"D4";"L1";"44A";41;66;9;1;25.5;0;25.5
"D4L1_38";"D4L1";"D4";"L1";"44A";41;66;10;1;21;1;24
"D4L1_39";"D4L1";"D4";"L1";"44A";41;66;11;1;24.5;0;25.5
"D5L3_37";"D5L3";"D5";"L3";"44A";45;66;12;0;25.5;0;25.5
"D5L3_38";"D5L3";"D5";"L3";"44A";45;66;13;1;25.5;0;25.5
"D5L3_39";"D5L3";"D5";"L3";"44A";45;66;14;1;24.5;0;25.5
"D5L2_40";"D5L2";"D5";"L2";"44A";33;67;3.5;1;22.5;1;24.5
"D5L2_41";"D5L2";"D5";"L2";"44A";33;67;4.5;1;23.5;1;24.5
"D5L2_42";"D5L2";"D5";"L2";"44A";33;67;5.5;1;19.5;1;24
"D2L1_70";"D2L1";"D2";"L1";"44A";37;67;6.5;1;24.5;0;25.5
"D2L1_71";"D2L1";"D2";"L1";"44A";37;67;7.5;1;24.5;0;25.5
"D2L1_72";"D2L1";"D2";"L1";"44A";37;67;8.5;0;25.5;0;25.5
"D4L1_40";"D4L1";"D4";"L1";"44A";41;67;9.5;1;24.5;0;25.5
"D4L1_41";"D4L1";"D4";"L1";"44A";41;67;10.5;1;24;0;25.5
"D4L1_42";"D4L1";"D4";"L1";"44A";41;67;11.5;0;25.5;0;25.5
"D5L3_40";"D5L3";"D5";"L3";"44A";45;67;12.5;1;23;0;25.5
"D5L3_41";"D5L3";"D5";"L3";"44A";45;67;13.5;1;11;1;11.5
"D5L3_42";"D5L3";"D5";"L3";"44A";45;67;14.5;1;22.5;0;25.5
"D5L2_43";"D5L2";"D5";"L2";"44A";33;68;3;0;25.5;0;25.5
"D5L2_44";"D5L2";"D5";"L2";"44A";33;68;4;0;25.5;0;25.5
"D5L2_45";"D5L2";"D5";"L2";"44A";33;68;5;0;25.5;0;25.5
"D2L1_73";"D2L1";"D2";"L1";"44A";37;68;6;0;25.5;0;25.5
"D2L1_74";"D2L1";"D2";"L1";"44A";37;68;7;0;25.5;0;25.5
"D2L1_75";"D2L1";"D2";"L1";"44A";37;68;8;0;25.5;0;25.5
"D4L1_43";"D4L1";"D4";"L1";"44A";41;68;9;0;25.5;0;25.5
"D4L1_44";"D4L1";"D4";"L1";"44A";41;68;10;1;13;1;14.5
"D4L1_45";"D4L1";"D4";"L1";"44A";41;68;11;0;25.5;0;25.5
"D5L3_43";"D5L3";"D5";"L3";"44A";45;68;12;0;25.5;0;25.5
"D5L3_44";"D5L3";"D5";"L3";"44A";45;68;13;1;21;0;25.5
"D5L3_45";"D5L3";"D5";"L3";"44A";45;68;14;1;23;0;25.5
"D3Y1_91";"D3Y1";"D3";"Y1";"44B";32;21;22.5;1;15;1;15.5
"D3Y1_92";"D3Y1";"D3";"Y1";"44B";32;21;23.5;1;23.5;0;25.5
"D3Y1_93";"D3Y1";"D3";"Y1";"44B";32;21;24.5;1;11.5;1;14
"D2L1_76";"D2L1";"D2";"L1";"44B";28;21;25.5;1;21;1;23.5
"D2L1_77";"D2L1";"D2";"L1";"44B";28;21;26.5;1;24;1;24.5
"D2L1_78";"D2L1";"D2";"L1";"44B";28;21;27.5;1;23.5;0;25.5
"D2L1_79";"D2L1";"D2";"L1";"44B";24;21;28.5;0;25.5;0;25.5
"D2L1_80";"D2L1";"D2";"L1";"44B";24;21;29.5;0;25.5;0;25.5
"D2L1_81";"D2L1";"D2";"L1";"44B";24;21;30.5;0;25.5;0;25.5
"D4L1_46";"D4L1";"D4";"L1";"44B";20;21;31.5;0;25.5;0;25.5
"D4L1_47";"D4L1";"D4";"L1";"44B";20;21;32.5;0;25.5;0;25.5
"D4L1_48";"D4L1";"D4";"L1";"44B";20;21;33.5;0;25.5;0;25.5
"D3Y1_94";"D3Y1";"D3";"Y1";"44B";32;22;22;1;19.5;1;23
"D3Y1_95";"D3Y1";"D3";"Y1";"44B";32;22;23;1;21;0;25.5
"D3Y1_96";"D3Y1";"D3";"Y1";"44B";32;22;24;1;9.5;1;10.5
"D2L1_82";"D2L1";"D2";"L1";"44B";28;22;25;1;11.5;1;12
"D2L1_83";"D2L1";"D2";"L1";"44B";28;22;26;1;21.5;1;23.5
"D2L1_84";"D2L1";"D2";"L1";"44B";28;22;27;0;25;0;25
"D2L1_85";"D2L1";"D2";"L1";"44B";24;22;28;0;25.5;0;25.5
"D2L1_86";"D2L1";"D2";"L1";"44B";24;22;29;1;14;1;14.5
"D2L1_87";"D2L1";"D2";"L1";"44B";24;22;30;1;8;1;8.5
"D4L1_49";"D4L1";"D4";"L1";"44B";20;22;31;0;8;0;8
"D4L1_50";"D4L1";"D4";"L1";"44B";20;22;32;0;25.5;0;25.5
"D4L1_51";"D4L1";"D4";"L1";"44B";20;22;33;0;25.5;0;25.5
"D3Y1_97";"D3Y1";"D3";"Y1";"44B";32;23;22.5;0;25.5;0;25.5
"D3Y1_98";"D3Y1";"D3";"Y1";"44B";32;23;23.5;1;15.5;1;22.5
"D3Y1_99";"D3Y1";"D3";"Y1";"44B";32;23;24.5;1;19;1;23
"D2L1_88";"D2L1";"D2";"L1";"44B";28;23;25.5;1;9.5;1;11.5
"D2L1_89";"D2L1";"D2";"L1";"44B";28;23;26.5;0;7.5;0;7.5
"D2L1_90";"D2L1";"D2";"L1";"44B";28;23;27.5;1;16;1;18.5
"D2L1_91";"D2L1";"D2";"L1";"44B";24;23;28.5;1;24.5;0;25.5
"D2L1_92";"D2L1";"D2";"L1";"44B";24;23;29.5;1;25;0;25.5
"D2L1_93";"D2L1";"D2";"L1";"44B";24;23;30.5;0;25.5;0;25.5
"D4L1_52";"D4L1";"D4";"L1";"44B";20;23;31.5;1;22;1;25.5
"D4L1_53";"D4L1";"D4";"L1";"44B";20;23;32.5;1;24.5;0;25.5
"D4L1_54";"D4L1";"D4";"L1";"44B";20;23;33.5;1;21;1;25
"D3Y1_100";"D3Y1";"D3";"Y1";"44B";32;24;22;1;24.5;0;25.5
"D3Y1_101";"D3Y1";"D3";"Y1";"44B";32;24;23;1;19.5;1;24
"D3Y1_102";"D3Y1";"D3";"Y1";"44B";32;24;24;1;1.5;1;4
"D2L1_94";"D2L1";"D2";"L1";"44B";28;24;25;1;12.5;1;15
"D2L1_95";"D2L1";"D2";"L1";"44B";28;24;26;1;24.5;0;25.5
"D2L1_96";"D2L1";"D2";"L1";"44B";28;24;27;1;11;1;24
"D2L1_97";"D2L1";"D2";"L1";"44B";24;24;28;0;25.5;0;25.5
"D2L1_98";"D2L1";"D2";"L1";"44B";24;24;29;1;24.5;0;25.5
"D2L1_99";"D2L1";"D2";"L1";"44B";24;24;30;0;25.5;0;25.5
"D4L1_55";"D4L1";"D4";"L1";"44B";20;24;31;1;24;0;25.5
"D4L1_56";"D4L1";"D4";"L1";"44B";20;24;32;1;23.5;0;25.5
"D4L1_57";"D4L1";"D4";"L1";"44B";20;24;33;0;9.5;0;9.5
"D3Y1_103";"D3Y1";"D3";"Y1";"44B";32;25;22.5;0;25.5;0;25.5
"D3Y1_104";"D3Y1";"D3";"Y1";"44B";32;25;23.5;1;17.5;1;21
"D3Y1_105";"D3Y1";"D3";"Y1";"44B";32;25;24.5;0;25.5;0;25.5
"D2L1_100";"D2L1";"D2";"L1";"44B";28;25;25.5;0;25.5;0;25.5
"D2L1_101";"D2L1";"D2";"L1";"44B";28;25;26.5;0;25.5;0;25.5
"D2L1_102";"D2L1";"D2";"L1";"44B";28;25;27.5;0;25.5;0;25.5
"D2L1_103";"D2L1";"D2";"L1";"44B";24;25;28.5;1;18;1;21
"D2L1_104";"D2L1";"D2";"L1";"44B";24;25;29.5;0;25.5;0;25.5
"D2L1_105";"D2L1";"D2";"L1";"44B";24;25;30.5;0;25.5;0;25.5
"D4L1_58";"D4L1";"D4";"L1";"44B";20;25;31.5;1;23.5;0;25.5
"D4L1_59";"D4L1";"D4";"L1";"44B";20;25;32.5;1;13;1;14
"D4L1_60";"D4L1";"D4";"L1";"44B";20;25;33.5;1;25.5;0;25.5
"D5L3_46";"D5L3";"D5";"L3";"44B";31;26;22;1;15.5;1;20.5
"D5L3_47";"D5L3";"D5";"L3";"44B";31;26;23;0;25.5;0;25.5
"D5L3_48";"D5L3";"D5";"L3";"44B";31;26;24;1;25.5;0;25.5
"D3L3_61";"D3L3";"D3";"L3";"44B";27;26;25;1;21.5;1;25.5
"D3L3_62";"D3L3";"D3";"L3";"44B";27;26;26;0;25.5;0;25.5
"D3L3_63";"D3L3";"D3";"L3";"44B";27;26;27;0;25.5;0;25.5
"D2L2_46";"D2L2";"D2";"L2";"44B";23;26;28;0;25.5;0;25.5
"D2L2_47";"D2L2";"D2";"L2";"44B";23;26;29;0;25.5;0;25.5
"D2L2_48";"D2L2";"D2";"L2";"44B";23;26;30;0;25.5;0;25.5
"D4L3_46";"D4L3";"D4";"L3";"44B";19;26;31;1;20.5;1;22
"D4L3_47";"D4L3";"D4";"L3";"44B";19;26;32;0;25.5;0;25.5
"D4L3_48";"D4L3";"D4";"L3";"44B";19;26;33;1;25;0;25.5
"D5L3_49";"D5L3";"D5";"L3";"44B";31;27;22.5;1;9.5;1;10.5
"D5L3_50";"D5L3";"D5";"L3";"44B";31;27;23.5;1;14.5;1;15
"D5L3_51";"D5L3";"D5";"L3";"44B";31;27;24.5;1;15.5;1;20.5
"D3L3_64";"D3L3";"D3";"L3";"44B";27;27;25.5;1;15.5;1;18
"D3L3_65";"D3L3";"D3";"L3";"44B";27;27;26.5;0;25.5;0;25.5
"D3L3_66";"D3L3";"D3";"L3";"44B";27;27;27.5;0;25.5;0;25.5
"D2L2_49";"D2L2";"D2";"L2";"44B";23;27;28.5;1;23;0;25.5
"D2L2_50";"D2L2";"D2";"L2";"44B";23;27;29.5;0;25.5;0;25.5
"D2L2_51";"D2L2";"D2";"L2";"44B";23;27;30.5;0;25.5;0;25.5
"D4L3_49";"D4L3";"D4";"L3";"44B";19;27;31.5;0;25.5;0;25.5
"D4L3_50";"D4L3";"D4";"L3";"44B";19;27;32.5;1;25;0;25.5
"D4L3_51";"D4L3";"D4";"L3";"44B";19;27;33.5;0;25.5;0;25.5
"D5L3_52";"D5L3";"D5";"L3";"44B";31;28;22;1;5;1;7.5
"D5L3_53";"D5L3";"D5";"L3";"44B";31;28;23;1;20.5;1;22
"D5L3_54";"D5L3";"D5";"L3";"44B";31;28;24;0;9.5;0;9.5
"D3L3_67";"D3L3";"D3";"L3";"44B";27;28;25;1;22;0;25.5
"D3L3_68";"D3L3";"D3";"L3";"44B";27;28;26;0;25.5;0;25.5
"D3L3_69";"D3L3";"D3";"L3";"44B";27;28;27;1;25.5;0;25.5
"D2L2_52";"D2L2";"D2";"L2";"44B";23;28;28;1;12;1;13.5
"D2L2_53";"D2L2";"D2";"L2";"44B";23;28;29;1;15;1;18.5
"D2L2_54";"D2L2";"D2";"L2";"44B";23;28;30;0;25.5;0;25.5
"D4L3_52";"D4L3";"D4";"L3";"44B";19;28;31;0;25.5;0;25.5
"D4L3_53";"D4L3";"D4";"L3";"44B";19;28;32;1;23.5;0;25.5
"D4L3_54";"D4L3";"D4";"L3";"44B";19;28;33;1;25;0;25.5
"D5L3_55";"D5L3";"D5";"L3";"44B";31;29;22.5;1;21.5;1;24
"D5L3_56";"D5L3";"D5";"L3";"44B";31;29;23.5;0;25.5;0;25.5
"D5L3_57";"D5L3";"D5";"L3";"44B";31;29;24.5;0;25.5;0;25.5
"D3L3_70";"D3L3";"D3";"L3";"44B";27;29;25.5;1;25.5;0;25.5
"D3L3_71";"D3L3";"D3";"L3";"44B";27;29;26.5;1;0.5;1;2.5
"D3L3_72";"D3L3";"D3";"L3";"44B";27;29;27.5;0;25.5;0;25.5
"D2L2_55";"D2L2";"D2";"L2";"44B";23;29;28.5;0;25.5;0;25.5
"D2L2_56";"D2L2";"D2";"L2";"44B";23;29;29.5;1;24;0;25.5
"D2L2_57";"D2L2";"D2";"L2";"44B";23;29;30.5;0;25.5;0;25.5
"D4L3_55";"D4L3";"D4";"L3";"44B";19;29;31.5;0;25.5;0;25.5
"D4L3_56";"D4L3";"D4";"L3";"44B";19;29;32.5;0;25.5;0;25.5
"D4L3_57";"D4L3";"D4";"L3";"44B";19;29;33.5;0;25.5;0;25.5
"D5L3_58";"D5L3";"D5";"L3";"44B";31;30;22;1;24;0;25.5
"D5L3_59";"D5L3";"D5";"L3";"44B";31;30;23;0;25.5;0;25.5
"D5L3_60";"D5L3";"D5";"L3";"44B";31;30;24;1;20.5;1;23
"D3L3_73";"D3L3";"D3";"L3";"44B";27;30;25;0;25.5;0;25.5
"D3L3_74";"D3L3";"D3";"L3";"44B";27;30;26;0;25.5;0;25.5
"D3L3_75";"D3L3";"D3";"L3";"44B";27;30;27;0;25.5;0;25.5
"D2L2_58";"D2L2";"D2";"L2";"44B";23;30;28;0;25.5;0;25.5
"D2L2_59";"D2L2";"D2";"L2";"44B";23;30;29;0;25.5;0;25.5
"D2L2_60";"D2L2";"D2";"L2";"44B";23;30;30;1;19.5;1;22
"D4L3_58";"D4L3";"D4";"L3";"44B";19;30;31;1;23.5;0;25.5
"D4L3_59";"D4L3";"D4";"L3";"44B";19;30;32;1;25.5;0;25.5
"D4L3_60";"D4L3";"D4";"L3";"44B";19;30;33;1;21.5;1;23.5
"D3L1_46";"D3L1";"D3";"L1";"44B";30;31;22.5;1;14;1;15.5
"D3L1_47";"D3L1";"D3";"L1";"44B";30;31;23.5;1;20.5;1;24.5
"D3L1_48";"D3L1";"D3";"L1";"44B";30;31;24.5;1;24;0;25.5
"D2Y1_46";"D2Y1";"D2";"Y1";"44B";26;31;25.5;1;8;1;11
"D2Y1_47";"D2Y1";"D2";"Y1";"44B";26;31;26.5;1;24.5;0;25.5
"D2Y1_48";"D2Y1";"D2";"Y1";"44B";26;31;27.5;0;25.5;0;25.5
"D1Y1_46";"D1Y1";"D1";"Y1";"44B";22;31;28.5;0;25.5;0;25.5
"D1Y1_47";"D1Y1";"D1";"Y1";"44B";22;31;29.5;1;24.5;0;25.5
"D1Y1_48";"D1Y1";"D1";"Y1";"44B";22;31;30.5;1;24.5;0;25.5
"D3Y1_106";"D3Y1";"D3";"Y1";"44B";18;31;31.5;1;6.5;1;7.5
"D3Y1_107";"D3Y1";"D3";"Y1";"44B";18;31;32.5;1;13;1;14
"D3Y1_108";"D3Y1";"D3";"Y1";"44B";18;31;33.5;1;13.5;1;14
"D3L1_49";"D3L1";"D3";"L1";"44B";30;32;22;0;25.5;0;25.5
"D3L1_50";"D3L1";"D3";"L1";"44B";30;32;23;0;25.5;0;25.5
"D3L1_51";"D3L1";"D3";"L1";"44B";30;32;24;0;7.5;0;7.5
"D2Y1_49";"D2Y1";"D2";"Y1";"44B";26;32;25;1;15.5;0;17
"D2Y1_50";"D2Y1";"D2";"Y1";"44B";26;32;26;1;24.5;0;25.5
"D2Y1_51";"D2Y1";"D2";"Y1";"44B";26;32;27;1;24.5;0;25.5
"D1Y1_49";"D1Y1";"D1";"Y1";"44B";22;32;28;0;25.5;0;25.5
"D1Y1_50";"D1Y1";"D1";"Y1";"44B";22;32;29;0;25.5;0;25.5
"D1Y1_51";"D1Y1";"D1";"Y1";"44B";22;32;30;1;18.5;1;24
"D3Y1_109";"D3Y1";"D3";"Y1";"44B";18;32;31;1;11;1;12.5
"D3Y1_110";"D3Y1";"D3";"Y1";"44B";18;32;32;1;22.5;0;25.5
"D3Y1_111";"D3Y1";"D3";"Y1";"44B";18;32;33;1;17;0;25.5
"D3L1_52";"D3L1";"D3";"L1";"44B";30;33;22.5;0;25.5;0;25.5
"D3L1_53";"D3L1";"D3";"L1";"44B";30;33;23.5;0;25.5;0;25.5
"D3L1_54";"D3L1";"D3";"L1";"44B";30;33;24.5;0;25.5;0;25.5
"D2Y1_52";"D2Y1";"D2";"Y1";"44B";26;33;25.5;0;25.5;0;25.5
"D2Y1_53";"D2Y1";"D2";"Y1";"44B";26;33;26.5;0;8;0;8
"D2Y1_54";"D2Y1";"D2";"Y1";"44B";26;33;27.5;0;25.5;0;25.5
"D1Y1_52";"D1Y1";"D1";"Y1";"44B";22;33;28.5;1;19;0;25.5
"D1Y1_53";"D1Y1";"D1";"Y1";"44B";22;33;29.5;0;25.5;0;25.5
"D1Y1_54";"D1Y1";"D1";"Y1";"44B";22;33;30.5;1;22;1;24
"D3Y1_112";"D3Y1";"D3";"Y1";"44B";18;33;31.5;0;25.5;0;25.5
"D3Y1_113";"D3Y1";"D3";"Y1";"44B";18;33;32.5;1;23.5;0;25.5
"D3Y1_114";"D3Y1";"D3";"Y1";"44B";18;33;33.5;1;25.5;0;25.5
"D3L1_55";"D3L1";"D3";"L1";"44B";30;34;22;0;25.5;0;25.5
"D3L1_56";"D3L1";"D3";"L1";"44B";30;34;23;0;25.5;0;25.5
"D3L1_57";"D3L1";"D3";"L1";"44B";30;34;24;1;21;1;24.5
"D2Y1_55";"D2Y1";"D2";"Y1";"44B";26;34;25;0;25.5;0;25.5
"D2Y1_56";"D2Y1";"D2";"Y1";"44B";26;34;26;0;25.5;0;25.5
"D2Y1_57";"D2Y1";"D2";"Y1";"44B";26;34;27;1;20.5;0;25.5
"D1Y1_55";"D1Y1";"D1";"Y1";"44B";22;34;28;0;10.5;0;10.5
"D1Y1_56";"D1Y1";"D1";"Y1";"44B";22;34;29;0;18;0;18
"D1Y1_57";"D1Y1";"D1";"Y1";"44B";22;34;30;0;25.5;0;25.5
"D3Y1_115";"D3Y1";"D3";"Y1";"44B";18;34;31;1;24;0;25.5
"D3Y1_116";"D3Y1";"D3";"Y1";"44B";18;34;32;1;14;1;14.5
"D3Y1_117";"D3Y1";"D3";"Y1";"44B";18;34;33;1;19.5;1;25
"D3L1_58";"D3L1";"D3";"L1";"44B";30;35;22.5;0;25.5;0;25.5
"D3L1_59";"D3L1";"D3";"L1";"44B";30;35;23.5;0;25.5;0;25.5
"D3L1_60";"D3L1";"D3";"L1";"44B";30;35;24.5;0;25.5;0;25.5
"D2Y1_58";"D2Y1";"D2";"Y1";"44B";26;35;25.5;0;25.5;0;25.5
"D2Y1_59";"D2Y1";"D2";"Y1";"44B";26;35;26.5;0;25.5;0;25.5
"D2Y1_60";"D2Y1";"D2";"Y1";"44B";26;35;27.5;1;19;1;25.5
"D1Y1_58";"D1Y1";"D1";"Y1";"44B";22;35;28.5;0;25.5;0;25.5
"D1Y1_59";"D1Y1";"D1";"Y1";"44B";22;35;29.5;0;25.5;0;25.5
"D1Y1_60";"D1Y1";"D1";"Y1";"44B";22;35;30.5;1;14.5;1;17.5
"D3Y1_118";"D3Y1";"D3";"Y1";"44B";18;35;31.5;1;10.5;1;12
"D3Y1_119";"D3Y1";"D3";"Y1";"44B";18;35;32.5;1;17.5;1;23
"D3Y1_120";"D3Y1";"D3";"Y1";"44B";18;35;33.5;1;9.5;1;12
"D5L2_46";"D5L2";"D5";"L2";"44B";29;36;22;1;25.5;0;25.5
"D5L2_47";"D5L2";"D5";"L2";"44B";29;36;23;1;15.5;1;21
"D5L2_48";"D5L2";"D5";"L2";"44B";29;36;24;0;25.5;0;25.5
"D3L2_46";"D3L2";"D3";"L2";"44B";25;36;25;1;21.5;1;24.5
"D3L2_47";"D3L2";"D3";"L2";"44B";25;36;26;1;17;1;23
"D3L2_48";"D3L2";"D3";"L2";"44B";25;36;27;1;7.5;1;8
"D2L3_46";"D2L3";"D2";"L3";"44B";21;36;28;1;24.5;0;25.5
"D2L3_47";"D2L3";"D2";"L3";"44B";21;36;29;0;25.5;0;25.5
"D2L3_48";"D2L3";"D2";"L3";"44B";21;36;30;1;15;1;18
"D1L3_46";"D1L3";"D1";"L3";"44B";17;36;31;1;24;1;25.5
"D1L3_47";"D1L3";"D1";"L3";"44B";17;36;32;1;17.5;1;19
"D1L3_48";"D1L3";"D1";"L3";"44B";17;36;33;1;17.5;1;20.5
"D5L2_49";"D5L2";"D5";"L2";"44B";29;37;22.5;1;16;1;19.5
"D5L2_50";"D5L2";"D5";"L2";"44B";29;37;23.5;1;17.5;0;25.5
"D5L2_51";"D5L2";"D5";"L2";"44B";29;37;24.5;0;25.5;0;25.5
"D3L2_49";"D3L2";"D3";"L2";"44B";25;37;25.5;1;25.5;0;25.5
"D3L2_50";"D3L2";"D3";"L2";"44B";25;37;26.5;1;21.5;1;24.5
"D3L2_51";"D3L2";"D3";"L2";"44B";25;37;27.5;1;16.5;1;19
"D2L3_49";"D2L3";"D2";"L3";"44B";21;37;28.5;1;24;1;24.5
"D2L3_50";"D2L3";"D2";"L3";"44B";21;37;29.5;1;24;0;25.5
"D2L3_51";"D2L3";"D2";"L3";"44B";21;37;30.5;0;25.5;0;25.5
"D1L3_49";"D1L3";"D1";"L3";"44B";17;37;31.5;1;17;1;18
