palm_id,t,status,at_risk,deg,n_nb_obs,n_nb_sympt,n_nb_dead,prev_global
D2Y1_11,12.5,A,1,6,5,0,0,0.07100085543199315
D2Y1_12,12.5,A,1,6,6,1,0,0.07100085543199315
D3Y1_19,12.5,S,0,6,6,0,0,0.07100085543199315
D3Y1_20,12.5,A,1,6,6,2,0,0.07100085543199315
D3Y1_21,12.5,S,0,6,6,1,1,0.07100085543199315
D3Y1_22,12.5,A,1,6,6,2,1,0.07100085543199315
D3Y1_23,12.5,A,1,6,6,1,1,0.07100085543199315
D3Y1_24,12.5,A,1,5,5,1,1,0.07100085543199315
D3L3_28,12.5,A,1,5,5,2,2,0.07100085543199315
D3L3_29,12.5,A,1,6,6,0,0,0.07100085543199315
D3L3_30,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_13,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_14,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_15,12.5,A,1,6,6,1,0,0.07100085543199315
D3Y1_25,12.5,A,1,6,6,1,0,0.07100085543199315
D3Y1_26,12.5,A,1,6,6,1,0,0.07100085543199315
D3Y1_27,12.5,A,1,6,6,1,0,0.07100085543199315
D3Y1_28,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_29,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_30,12.5,A,1,3,3,0,0,0.07100085543199315
D5L2_1,12.5,D,0,3,3,0,0,0.07100085543199315
D5L2_2,12.5,A,1,6,5,1,1,0.07100085543199315
D5L2_3,12.5,A,1,6,5,0,0,0.07100085543199315
D5L3_1,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_2,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_3,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_1,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_2,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_3,12.5,A,1,6,6,0,0,0.07100085543199315
D4L3_1,12.5,A,1,6,6,0,0,0.07100085543199315
D4L3_2,12.5,A,1,6,6,1,1,0.07100085543199315
D4L3_3,12.5,A,1,5,5,1,1,0.07100085543199315
D5L2_4,12.5,A,1,5,4,1,1,0.07100085543199315
D5L2_5,12.5,C,0,6,6,0,0,0.07100085543199315
D5L2_6,12.5,A,1,6,5,0,0,0.07100085543199315
D5L3_4,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_5,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_6,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_4,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_5,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_6,12.5,A,1,6,6,1,1,0.07100085543199315
D4L3_4,12.5,A,1,6,6,2,2,0.07100085543199315
D4L3_5,12.5,D,0,6,6,1,0,0.07100085543199315
D4L3_6,12.5,A,1,3,3,2,1,0.07100085543199315
D5L2_7,12.5,A,1,3,3,0,0,0.07100085543199315
D5L2_8,12.5,A,1,6,5,0,0,0.07100085543199315
D5L2_9,12.5,A,1,6,5,0,0,0.07100085543199315
D5L3_7,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_8,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_9,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_7,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_8,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_9,12.5,A,1,6,6,2,2,0.07100085543199315
D4L3_7,12.5,D,0,6,6,2,2,0.07100085543199315
D4L3_8,12.5,A,1,6,6,4,3,0.07100085543199315
D4L3_9,12.5,S,0,5,5,1,1,0.07100085543199315
D5L2_10,12.5,A,1,5,5,0,0,0.07100085543199315
D5L2_11,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_12,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_10,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_11,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_12,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_10,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_11,12.5,A,1,6,6,1,1,0.07100085543199315
D2L3_12,12.5,D,0,6,6,2,2,0.07100085543199315
D4L3_10,12.5,D,0,6,6,2,2,0.07100085543199315
D4L3_11,12.5,A,1,6,6,2,1,0.07100085543199315
D4L3_12,12.5,A,1,3,3,1,0,0.07100085543199315
D5L2_13,12.5,A,1,3,3,0,0,0.07100085543199315
D5L2_14,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_15,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_13,12.5,A,1,6,6,1,1,0.07100085543199315
D5L3_14,12.5,A,1,6,6,1,1,0.07100085543199315
D5L3_15,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_13,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_14,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_15,12.5,A,1,6,6,1,1,0.07100085543199315
D4L3_13,12.5,A,1,6,6,2,2,0.07100085543199315
D4L3_14,12.5,A,1,6,6,1,1,0.07100085543199315
D4L3_15,12.5,A,1,5,5,1,1,0.07100085543199315
D4L1_16,12.5,A,1,5,5,1,1,0.07100085543199315
D4L1_17,12.5,A,1,6,6,0,0,0.07100085543199315
D4L1_18,12.5,A,1,6,6,1,1,0.07100085543199315
D5L3_16,12.5,D,0,6,6,1,0,0.07100085543199315
D5L3_17,12.5,A,1,6,6,2,1,0.07100085543199315
D5L3_18,12.5,A,1,6,6,0,0,0.07100085543199315
D1Y1_16,12.5,A,1,6,6,0,0,0.07100085543199315
D1Y1_17,12.5,A,1,6,6,1,1,0.07100085543199315
D1Y1_18,12.5,A,1,6,6,1,1,0.07100085543199315
D1L3_16,12.5,A,1,6,5,0,0,0.07100085543199315
D1L3_17,12.5,A,1,6,5,2,2,0.07100085543199315
D1L3_18,12.5,D,0,3,3,1,1,0.07100085543199315
D4L1_19,12.5,D,0,3,2,0,0,0.07100085543199315
D4L1_20,12.5,A,1,6,5,1,1,0.07100085543199315
D4L1_21,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_19,12.5,A,1,6,6,2,1,0.07100085543199315
D5L3_20,12.5,S,0,6,6,1,1,0.07100085543199315
D5L3_21,12.5,A,1,6,6,1,0,0.07100085543199315
D1Y1_19,12.5,A,1,6,6,0,0,0.07100085543199315
D1Y1_20,12.5,A,1,6,6,1,1,0.07100085543199315
D1Y1_21,12.5,D,0,6,6,0,0,0.07100085543199315
D1L3_19,12.5,A,1,6,5,1,1,0.07100085543199315
D1L3_20,12.5,C,0,6,6,1,1,0.07100085543199315
D1L3_21,12.5,D,0,5,4,2,2,0.07100085543199315
D4L1_22,12.5,C,0,5,5,1,1,0.07100085543199315
D4L1_23,12.5,A,1,6,5,0,0,0.07100085543199315
D4L1_24,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_22,12.5,A,1,6,6,1,0,0.07100085543199315
D5L3_23,12.5,A,1,6,5,1,0,0.07100085543199315
D5L3_24,12.5,A,1,6,5,0,0,0.07100085543199315
D1Y1_22,12.5,A,1,6,6,0,0,0.07100085543199315
D1Y1_23,12.5,A,1,6,6,1,1,0.07100085543199315
D1Y1_24,12.5,A,1,6,6,1,1,0.07100085543199315
D1L3_22,12.5,A,1,6,5,0,0,0.07100085543199315
D1L3_23,12.5,A,1,6,5,3,3,0.07100085543199315
D1L3_24,12.5,D,0,3,3,2,2,0.07100085543199315
D4L1_25,12.5,A,1,3,2,0,0,0.07100085543199315
D4L1_26,12.5,A,1,6,5,0,0,0.07100085543199315
D4L1_27,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_25,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_26,12.5,A,1,6,5,0,0,0.07100085543199315
D5L3_27,12.5,C,0,6,6,0,0,0.07100085543199315
D1Y1_25,12.5,A,1,6,5,0,0,0.07100085543199315
D1Y1_26,12.5,A,1,6,6,0,0,0.07100085543199315
D1Y1_27,12.5,A,1,6,6,0,0,0.07100085543199315
D1L3_25,12.5,A,1,6,6,0,0,0.07100085543199315
D1L3_26,12.5,A,1,6,6,1,1,0.07100085543199315
D1L3_27,12.5,D,0,5,5,1,1,0.07100085543199315
D4L1_28,12.5,A,1,5,5,0,0,0.07100085543199315
D4L1_29,12.5,A,1,6,6,0,0,0.07100085543199315
D4L1_30,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_28,12.5,A,1,6,6,0,0,0.07100085543199315
D5L3_29,12.5,A,1,6,5,0,0,0.07100085543199315
D5L3_30,12.5,A,1,6,5,0,0,0.07100085543199315
D1Y1_28,12.5,A,1,6,6,0,0,0.07100085543199315
D1Y1_29,12.5,A,1,6,6,0,0,0.07100085543199315
D1Y1_30,12.5,A,1,6,6,0,0,0.07100085543199315
D1L3_28,12.5,A,1,6,6,1,1,0.07100085543199315
D1L3_29,12.5,A,1,6,6,2,2,0.07100085543199315
D1L3_30,12.5,A,1,3,3,1,1,0.07100085543199315
D2L3_16,12.5,A,1,3,3,0,0,0.07100085543199315
D2L3_17,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_18,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_16,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_17,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_18,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_16,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_17,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_18,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_16,12.5,A,1,6,6,1,1,0.07100085543199315
D2L2_17,12.5,D,0,6,6,0,0,0.07100085543199315
D2L2_18,12.5,A,1,5,5,1,1,0.07100085543199315
D2L3_19,12.5,A,1,5,5,0,0,0.07100085543199315
D2L3_20,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_21,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_19,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_20,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_21,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_19,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_20,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_21,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_19,12.5,A,1,6,6,1,1,0.07100085543199315
D2L2_20,12.5,A,1,6,6,1,1,0.07100085543199315
D2L2_21,12.5,A,1,3,3,0,0,0.07100085543199315
D2L3_22,12.5,A,1,3,3,0,0,0.07100085543199315
D2L3_23,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_24,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_22,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_23,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_24,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_22,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_23,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_24,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_22,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_23,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_24,12.5,A,1,5,5,0,0,0.07100085543199315
D2L3_25,12.5,A,1,5,5,0,0,0.07100085543199315
D2L3_26,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_27,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_25,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_26,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_27,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_25,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_26,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_27,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_25,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_26,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_27,12.5,A,1,3,3,0,0,0.07100085543199315
D2L3_28,12.5,A,1,3,3,0,0,0.07100085543199315
D2L3_29,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_30,12.5,A,1,6,6,1,0,0.07100085543199315
D2L1_28,12.5,A,1,6,6,1,0,0.07100085543199315
D2L1_29,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_30,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_28,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_29,12.5,A,1,6,6,0,0,0.07100085543199315
D5L2_30,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_28,12.5,A,1,6,6,1,0,0.07100085543199315
D2L2_29,12.5,A,1,6,6,1,0,0.07100085543199315
D2L2_30,12.5,A,1,5,4,0,0,0.07100085543199315
D3Y1_31,12.5,A,1,5,5,0,0,0.07100085543199315
D3Y1_32,12.5,A,1,6,6,1,0,0.07100085543199315
D3Y1_33,12.5,S,0,6,6,1,0,0.07100085543199315
D2L1_31,12.5,A,1,6,6,2,0,0.07100085543199315
D2L1_32,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_33,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_34,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_35,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_36,12.5,A,1,6,6,1,0,0.07100085543199315
D3L1_16,12.5,S,0,6,6,0,0,0.07100085543199315
D3L1_17,12.5,A,1,6,5,2,0,0.07100085543199315
D3L1_18,12.5,C,0,3,3,1,0,0.07100085543199315
D3Y1_37,12.5,A,1,3,3,0,0,0.07100085543199315
D3Y1_38,12.5,A,1,6,6,1,1,0.07100085543199315
D3Y1_39,12.5,A,1,6,5,3,1,0.07100085543199315
D2L1_34,12.5,S,0,6,5,1,0,0.07100085543199315
D2L1_35,12.5,A,1,6,6,1,0,0.07100085543199315
D2L1_36,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_40,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_41,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_42,12.5,A,1,6,6,0,0,0.07100085543199315
D3L1_19,12.5,A,1,6,6,1,0,0.07100085543199315
D3L1_20,12.5,A,1,6,6,2,0,0.07100085543199315
D3L1_21,12.5,S,0,5,4,0,0,0.07100085543199315
D3Y1_43,12.5,A,1,5,5,1,1,0.07100085543199315
D3Y1_44,12.5,D,0,6,5,0,0,0.07100085543199315
D3Y1_45,12.5,C,0,6,6,2,1,0.07100085543199315
D2L1_37,12.5,A,1,6,5,1,0,0.07100085543199315
D2L1_38,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_39,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_46,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_47,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_48,12.5,A,1,6,6,0,0,0.07100085543199315
D3L1_22,12.5,A,1,6,6,1,1,0.07100085543199315
D3L1_23,12.5,A,1,6,5,2,1,0.07100085543199315
D3L1_24,12.5,A,1,3,2,1,0,0.07100085543199315
D3Y1_49,12.5,A,1,3,3,0,0,0.07100085543199315
D3Y1_50,12.5,A,1,6,6,1,1,0.07100085543199315
D3Y1_51,12.5,A,1,6,5,1,1,0.07100085543199315
D2L1_40,12.5,A,1,6,5,0,0,0.07100085543199315
D2L1_41,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_42,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_52,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_53,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_54,12.5,A,1,6,6,0,0,0.07100085543199315
D3L1_25,12.5,A,1,6,6,1,1,0.07100085543199315
D3L1_26,12.5,D,0,6,5,0,0,0.07100085543199315
D3L1_27,12.5,C,0,5,5,1,1,0.07100085543199315
D3Y1_55,12.5,A,1,5,5,1,0,0.07100085543199315
D3Y1_56,12.5,A,1,6,6,1,0,0.07100085543199315
D3Y1_57,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_43,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_44,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_45,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_58,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_59,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_60,12.5,A,1,6,6,0,0,0.07100085543199315
D3L1_28,12.5,A,1,6,6,1,1,0.07100085543199315
D3L1_29,12.5,A,1,6,5,2,2,0.07100085543199315
D3L1_30,12.5,A,1,3,2,1,1,0.07100085543199315
D3L3_31,12.5,A,1,3,3,1,0,0.07100085543199315
D3L3_32,12.5,S,0,6,6,0,0,0.07100085543199315
D3L3_33,12.5,A,1,6,6,1,0,0.07100085543199315
D4L3_16,12.5,A,1,6,6,0,0,0.07100085543199315
D4L3_17,12.5,A,1,6,6,0,0,0.07100085543199315
D4L3_18,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_16,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_17,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_18,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_16,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_17,12.5,A,1,6,6,1,1,0.07100085543199315
D2Y1_18,12.5,D,0,5,5,0,0,0.07100085543199315
D3L3_34,12.5,A,1,5,5,1,0,0.07100085543199315
D3L3_35,12.5,A,1,6,6,2,1,0.07100085543199315
D3L3_36,12.5,A,1,6,6,1,1,0.07100085543199315
D4L3_19,12.5,A,1,6,6,0,0,0.07100085543199315
D4L3_20,12.5,A,1,6,6,0,0,0.07100085543199315
D4L3_21,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_19,12.5,A,1,6,6,1,1,0.07100085543199315
D3L2_20,12.5,A,1,6,6,1,1,0.07100085543199315
D3L2_21,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_19,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_20,12.5,A,1,6,6,1,1,0.07100085543199315
D2Y1_21,12.5,A,1,3,3,1,1,0.07100085543199315
D3L3_37,12.5,A,1,3,3,0,0,0.07100085543199315
D3L3_38,12.5,A,1,6,6,1,1,0.07100085543199315
D3L3_39,12.5,D,0,6,6,0,0,0.07100085543199315
D4L3_22,12.5,A,1,6,6,1,1,0.07100085543199315
D4L3_23,12.5,A,1,6,6,0,0,0.07100085543199315
D4L3_24,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_22,12.5,A,1,6,6,1,1,0.07100085543199315
D3L2_23,12.5,D,0,6,6,0,0,0.07100085543199315
D3L2_24,12.5,A,1,6,6,2,2,0.07100085543199315
D2Y1_22,12.5,A,1,6,6,1,1,0.07100085543199315
D2Y1_23,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_24,12.5,A,1,5,5,0,0,0.07100085543199315
D3L3_40,12.5,A,1,5,5,0,0,0.07100085543199315
D3L3_41,12.5,A,1,6,6,1,1,0.07100085543199315
D3L3_42,12.5,A,1,6,6,1,1,0.07100085543199315
D4L3_25,12.5,A,1,6,6,0,0,0.07100085543199315
D4L3_26,12.5,A,1,6,6,0,0,0.07100085543199315
D4L3_27,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_25,12.5,A,1,6,6,1,1,0.07100085543199315
D3L2_26,12.5,A,1,6,6,2,2,0.07100085543199315
D3L2_27,12.5,D,0,6,6,0,0,0.07100085543199315
D2Y1_25,12.5,A,1,6,6,1,1,0.07100085543199315
D2Y1_26,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_27,12.5,A,1,3,3,0,0,0.07100085543199315
D3L3_43,12.5,A,1,3,3,0,0,0.07100085543199315
D3L3_44,12.5,A,1,6,6,0,0,0.07100085543199315
D3L3_45,12.5,A,1,6,6,0,0,0.07100085543199315
D4L3_28,12.5,A,1,6,6,0,0,0.07100085543199315
D4L3_29,12.5,A,1,6,6,0,0,0.07100085543199315
D4L3_30,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_28,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_29,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_30,12.5,A,1,6,6,1,1,0.07100085543199315
D2Y1_28,12.5,A,1,6,6,1,1,0.07100085543199315
D2Y1_29,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_30,12.5,A,1,5,5,0,0,0.07100085543199315
D2Y1_31,12.5,A,1,5,5,0,0,0.07100085543199315
D2Y1_32,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_33,12.5,A,1,6,6,0,0,0.07100085543199315
D1L3_31,12.5,A,1,6,6,0,0,0.07100085543199315
D1L3_32,12.5,A,1,6,6,0,0,0.07100085543199315
D1L3_33,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_46,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_47,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_48,12.5,A,1,6,6,0,0,0.07100085543199315
D3L3_46,12.5,A,1,6,6,0,0,0.07100085543199315
D3L3_47,12.5,A,1,6,6,0,0,0.07100085543199315
D3L3_48,12.5,A,1,3,3,0,0,0.07100085543199315
D2Y1_34,12.5,A,1,3,3,0,0,0.07100085543199315
D2Y1_35,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_36,12.5,A,1,6,6,0,0,0.07100085543199315
D1L3_34,12.5,A,1,6,6,0,0,0.07100085543199315
D1L3_35,12.5,A,1,6,6,1,1,0.07100085543199315
D1L3_36,12.5,A,1,6,6,1,1,0.07100085543199315
D2L1_49,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_50,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_51,12.5,A,1,6,6,0,0,0.07100085543199315
D3L3_49,12.5,A,1,6,6,0,0,0.07100085543199315
D3L3_50,12.5,A,1,6,6,0,0,0.07100085543199315
D3L3_51,12.5,A,1,5,5,0,0,0.07100085543199315
D2Y1_37,12.5,A,1,5,5,0,0,0.07100085543199315
D2Y1_38,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_39,12.5,A,1,6,6,0,0,0.07100085543199315
D1L3_37,12.5,A,1,6,5,1,1,0.07100085543199315
D1L3_38,12.5,D,0,6,5,0,0,0.07100085543199315
D1L3_39,12.5,A,1,6,6,1,1,0.07100085543199315
D2L1_52,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_53,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_54,12.5,A,1,6,6,0,0,0.07100085543199315
D3L3_52,12.5,A,1,6,6,0,0,0.07100085543199315
D3L3_53,12.5,A,1,6,6,0,0,0.07100085543199315
D3L3_54,12.5,A,1,3,3,0,0,0.07100085543199315
D2Y1_40,12.5,A,1,3,3,0,0,0.07100085543199315
D2Y1_41,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_42,12.5,A,1,6,6,0,0,0.07100085543199315
D1L3_40,12.5,A,1,6,5,0,0,0.07100085543199315
D1L3_41,12.5,C,0,6,6,1,1,0.07100085543199315
D1L3_42,12.5,A,1,6,5,1,1,0.07100085543199315
D2L1_55,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_56,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_57,12.5,A,1,6,6,0,0,0.07100085543199315
D3L3_55,12.5,A,1,6,6,1,0,0.07100085543199315
D3L3_56,12.5,A,1,6,6,1,0,0.07100085543199315
D3L3_57,12.5,A,1,5,5,0,0,0.07100085543199315
D2Y1_43,12.5,A,1,5,5,0,0,0.07100085543199315
D2Y1_44,12.5,A,1,6,6,0,0,0.07100085543199315
D2Y1_45,12.5,A,1,6,6,0,0,0.07100085543199315
D1L3_43,12.5,A,1,6,5,0,0,0.07100085543199315
D1L3_44,12.5,A,1,6,5,0,0,0.07100085543199315
D1L3_45,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_58,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_59,12.5,A,1,6,6,0,0,0.07100085543199315
D2L1_60,12.5,A,1,6,6,1,0,0.07100085543199315
D3L3_58,12.5,S,0,6,6,0,0,0.07100085543199315
D3L3_59,12.5,A,1,6,6,1,0,0.07100085543199315
D3L3_60,12.5,A,1,3,3,0,0,0.07100085543199315
D2L3_31,12.5,A,1,3,3,0,0,0.07100085543199315
D2L3_32,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_33,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_61,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_62,12.5,A,1,6,6,1,1,0.07100085543199315
D3Y1_63,12.5,A,1,6,6,1,1,0.07100085543199315
D3L2_31,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_32,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_33,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_31,12.5,A,1,6,6,1,0,0.07100085543199315
D2L2_32,12.5,A,1,6,6,1,0,0.07100085543199315
D2L2_33,12.5,A,1,5,5,0,0,0.07100085543199315
D2L3_34,12.5,A,1,5,5,0,0,0.07100085543199315
D2L3_35,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_36,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_64,12.5,A,1,6,6,1,1,0.07100085543199315
D3Y1_65,12.5,D,0,6,6,0,0,0.07100085543199315
D3Y1_66,12.5,A,1,6,6,1,1,0.07100085543199315
D3L2_34,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_35,12.5,A,1,6,6,0,0,0.07100085543199315
D3L2_36,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_34,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_35,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_36,12.5,A,1,3,3,0,0,0.07100085543199315
D2L3_37,12.5,A,1,3,3,0,0,0.07100085543199315
D2L3_38,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_39,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_67,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_68,12.5,A,1,6,6,1,1,0.07100085543199315
D3Y1_69,12.5,A,1,6,6,1,1,0.07100085543199315
D3L2_37,12.5,A,1,6,6,1,0,0.07100085543199315
D3L2_38,12.5,A,1,6,6,1,0,0.07100085543199315
D3L2_39,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_37,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_38,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_39,12.5,A,1,5,5,0,0,0.07100085543199315
D2L3_40,12.5,A,1,5,5,0,0,0.07100085543199315
D2L3_41,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_42,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_70,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_71,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_72,12.5,A,1,6,6,1,0,0.07100085543199315
D3L2_40,12.5,S,0,6,6,0,0,0.07100085543199315
D3L2_41,12.5,A,1,6,6,1,0,0.07100085543199315
D3L2_42,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_40,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_41,12.5,A,1,6,6,0,0,0.07100085543199315
D2L2_42,12.5,A,1,3,3,0,0,0.07100085543199315
D2L3_43,12.5,A,1,3,3,0,0,0.07100085543199315
D2L3_44,12.5,A,1,6,6,0,0,0.07100085543199315
D2L3_45,12.5,A,1,6,6,0,0,0.07100085543199315
D3Y1_73,12.5,A,1,6,6,0,0,0.07100085543199315
