palm_id,t,status,at_risk,deg,n_nb_obs,n_nb_sympt,n_nb_dead,prev_global
D3L3_20,3.5,A,1,6,6,1,1,0.005
D3L3_21,3.5,A,1,6,6,1,1,0.005
D2Y1_4,3.5,A,1,6,6,0,0,0.005
D2Y1_5,3.5,A,1,6,6,0,0,0.005
D2Y1_6,3.5,A,1,6,6,0,0,0.005
D3Y1_7,3.5,A,1,6,6,0,0,0.005
D3Y1_8,3.5,A,1,6,6,0,0,0.005
D3Y1_9,3.5,A,1,6,6,0,0,0.005
D3Y1_10,3.5,A,1,6,6,0,0,0.005
D3Y1_11,3.5,A,1,6,6,0,0,0.005
D3Y1_12,3.5,A,1,5,5,0,0,0.005
D3L3_22,3.5,A,1,5,5,1,0,0.005
D3L3_23,3.5,A,1,6,6,0,0,0.005
D3L3_24,3.5,A,1,6,6,0,0,0.005
D2Y1_7,3.5,A,1,6,6,0,0,0.005
D2Y1_8,3.5,A,1,6,6,0,0,0.005
D2Y1_9,3.5,A,1,6,6,0,0,0.005
D3Y1_13,3.5,A,1,6,6,0,0,0.005
D3Y1_14,3.5,A,1,6,6,0,0,0.005
D3Y1_15,3.5,A,1,6,6,0,0,0.005
D3Y1_16,3.5,A,1,6,6,0,0,0.005
D3Y1_17,3.5,A,1,6,6,0,0,0.005
D3Y1_18,3.5,A,1,3,3,0,0,0.005
D3L3_25,3.5,S,0,3,3,0,0,0.005
D3L3_26,3.5,A,1,6,6,1,0,0.005
D3L3_27,3.5,A,1,6,6,0,0,0.005
D2Y1_10,3.5,A,1,6,6,0,0,0.005
D2Y1_11,3.5,A,1,6,6,0,0,0.005
D2Y1_12,3.5,A,1,6,6,0,0,0.005
D3Y1_19,3.5,A,1,6,6,0,0,0.005
D3Y1_20,3.5,A,1,6,6,0,0,0.005
D3Y1_21,3.5,A,1,6,6,0,0,0.005
D3Y1_22,3.5,A,1,6,6,0,0,0.005
D3Y1_23,3.5,A,1,6,6,0,0,0.005
D3Y1_24,3.5,A,1,5,5,0,0,0.005
D3L3_28,3.5,A,1,5,5,1,0,0.005
D3L3_29,3.5,A,1,6,6,0,0,0.005
D3L3_30,3.5,A,1,6,6,0,0,0.005
D2Y1_13,3.5,A,1,6,6,0,0,0.005
D2Y1_14,3.5,A,1,6,6,0,0,0.005
D2Y1_15,3.5,A,1,6,6,0,0,0.005
D3Y1_25,3.5,A,1,6,6,0,0,0.005
D3Y1_26,3.5,A,1,6,6,0,0,0.005
D3Y1_27,3.5,A,1,6,6,0,0,0.005
D3Y1_28,3.5,A,1,6,6,0,0,0.005
D3Y1_29,3.5,A,1,6,6,0,0,0.005
D3Y1_30,3.5,A,1,3,3,0,0,0.005
D5L2_1,3.5,A,1,3,3,0,0,0.005
D5L2_2,3.5,A,1,6,6,0,0,0.005
D5L2_3,3.5,A,1,6,6,0,0,0.005
D5L3_1,3.5,A,1,6,6,0,0,0.005
D5L3_2,3.5,A,1,6,6,0,0,0.005
D5L3_3,3.5,A,1,6,6,0,0,0.005
D2L3_1,3.5,A,1,6,6,0,0,0.005
D2L3_2,3.5,A,1,6,6,0,0,0.005
D2L3_3,3.5,A,1,6,6,0,0,0.005
D4L3_1,3.5,A,1,6,6,0,0,0.005
D4L3_2,3.5,A,1,6,6,0,0,0.005
D4L3_3,3.5,A,1,5,5,0,0,0.005
D5L2_4,3.5,A,1,5,5,0,0,0.005
D5L2_5,3.5,A,1,6,6,0,0,0.005
D5L2_6,3.5,A,1,6,6,0,0,0.005
D5L3_4,3.5,A,1,6,6,0,0,0.005
D5L3_5,3.5,A,1,6,6,0,0,0.005
D5L3_6,3.5,A,1,6,6,0,0,0.005
D2L3_4,3.5,A,1,6,6,0,0,0.005
D2L3_5,3.5,A,1,6,6,0,0,0.005
D2L3_6,3.5,A,1,6,6,0,0,0.005
D4L3_4,3.5,A,1,6,6,0,0,0.005
D4L3_5,3.5,A,1,6,6,0,0,0.005
D4L3_6,3.5,A,1,3,3,0,0,0.005
D5L2_7,3.5,A,1,3,3,0,0,0.005
D5L2_8,3.5,A,1,6,6,0,0,0.005
D5L2_9,3.5,A,1,6,6,0,0,0.005
D5L3_7,3.5,A,1,6,6,0,0,0.005
D5L3_8,3.5,A,1,6,6,0,0,0.005
D5L3_9,3.5,A,1,6,6,0,0,0.005
D2L3_7,3.5,A,1,6,6,0,0,0.005
D2L3_8,3.5,A,1,6,6,0,0,0.005
D2L3_9,3.5,A,1,6,6,0,0,0.005
D4L3_7,3.5,A,1,6,6,0,0,0.005
D4L3_8,3.5,A,1,6,6,0,0,0.005
D4L3_9,3.5,A,1,5,5,0,0,0.005
D5L2_10,3.5,A,1,5,5,0,0,0.005
D5L2_11,3.5,A,1,6,6,0,0,0.005
D5L2_12,3.5,A,1,6,6,0,0,0.005
D5L3_10,3.5,A,1,6,6,0,0,0.005
D5L3_11,3.5,A,1,6,6,0,0,0.005
D5L3_12,3.5,A,1,6,6,0,0,0.005
D2L3_10,3.5,A,1,6,6,0,0,0.005
D2L3_11,3.5,A,1,6,6,0,0,0.005
D2L3_12,3.5,A,1,6,6,0,0,0.005
D4L3_10,3.5,A,1,6,6,0,0,0.005
D4L3_11,3.5,A,1,6,6,0,0,0.005
D4L3_12,3.5,A,1,3,3,0,0,0.005
D5L2_13,3.5,A,1,3,3,0,0,0.005
D5L2_14,3.5,A,1,6,6,0,0,0.005
D5L2_15,3.5,A,1,6,6,0,0,0.005
D5L3_13,3.5,A,1,6,6,0,0,0.005
D5L3_14,3.5,A,1,6,6,0,0,0.005
D5L3_15,3.5,A,1,6,6,0,0,0.005
D2L3_13,3.5,A,1,6,6,0,0,0.005
D2L3_14,3.5,A,1,6,6,0,0,0.005
D2L3_15,3.5,A,1,6,6,0,0,0.005
D4L3_13,3.5,A,1,6,6,0,0,0.005
D4L3_14,3.5,A,1,6,6,0,0,0.005
D4L3_15,3.5,A,1,5,5,0,0,0.005
D4L1_16,3.5,A,1,5,5,0,0,0.005
D4L1_17,3.5,A,1,6,6,0,0,0.005
D4L1_18,3.5,A,1,6,6,0,0,0.005
D5L3_16,3.5,A,1,6,6,0,0,0.005
D5L3_17,3.5,A,1,6,6,0,0,0.005
D5L3_18,3.5,A,1,6,6,0,0,0.005
D1Y1_16,3.5,A,1,6,6,0,0,0.005
D1Y1_17,3.5,A,1,6,6,0,0,0.005
D1Y1_18,3.5,A,1,6,6,0,0,0.005
D1L3_16,3.5,A,1,6,6,0,0,0.005
D1L3_17,3.5,A,1,6,6,0,0,0.005
D1L3_18,3.5,A,1,3,3,0,0,0.005
D4L1_19,3.5,A,1,3,3,0,0,0.005
D4L1_20,3.5,A,1,6,6,0,0,0.005
D4L1_21,3.5,A,1,6,6,0,0,0.005
D5L3_19,3.5,A,1,6,6,0,0,0.005
D5L3_20,3.5,A,1,6,6,0,0,0.005
D5L3_21,3.5,A,1,6,6,0,0,0.005
D1Y1_19,3.5,A,1,6,6,0,0,0.005
D1Y1_20,3.5,A,1,6,6,0,0,0.005
D1Y1_21,3.5,A,1,6,6,0,0,0.005
D1L3_19,3.5,A,1,6,6,0,0,0.005
D1L3_20,3.5,A,1,6,6,0,0,0.005
D1L3_21,3.5,A,1,5,5,0,0,0.005
D4L1_22,3.5,A,1,5,5,0,0,0.005
D4L1_23,3.5,A,1,6,6,0,0,0.005
D4L1_24,3.5,A,1,6,6,0,0,0.005
D5L3_22,3.5,A,1,6,6,0,0,0.005
D5L3_23,3.5,A,1,6,6,0,0,0.005
D5L3_24,3.5,A,1,6,6,0,0,0.005
D1Y1_22,3.5,A,1,6,6,0,0,0.005
D1Y1_23,3.5,A,1,6,6,0,0,0.005
D1Y1_24,3.5,A,1,6,6,0,0,0.005
D1L3_22,3.5,A,1,6,6,0,0,0.005
D1L3_23,3.5,A,1,6,6,0,0,0.005
D1L3_24,3.5,A,1,3,3,0,0,0.005
D4L1_25,3.5,A,1,3,3,0,0,0.005
D4L1_26,3.5,A,1,6,6,0,0,0.005
D4L1_27,3.5,A,1,6,6,0,0,0.005
D5L3_25,3.5,A,1,6,6,0,0,0.005
D5L3_26,3.5,A,1,6,6,0,0,0.005
D5L3_27,3.5,A,1,6,6,0,0,0.005
D1Y1_25,3.5,A,1,6,6,0,0,0.005
D1Y1_26,3.5,A,1,6,6,0,0,0.005
D1Y1_27,3.5,A,1,6,6,0,0,0.005
D1L3_25,3.5,A,1,6,6,0,0,0.005
D1L3_26,3.5,A,1,6,6,0,0,0.005
D1L3_27,3.5,A,1,5,5,0,0,0.005
D4L1_28,3.5,A,1,5,5,0,0,0.005
D4L1_29,3.5,A,1,6,6,0,0,0.005
D4L1_30,3.5,A,1,6,6,0,0,0.005
D5L3_28,3.5,A,1,6,6,0,0,0.005
D5L3_29,3.5,A,1,6,6,0,0,0.005
D5L3_30,3.5,A,1,6,6,0,0,0.005
D1Y1_28,3.5,A,1,6,6,0,0,0.005
D1Y1_29,3.5,A,1,6,6,0,0,0.005
D1Y1_30,3.5,A,1,6,6,0,0,0.005
D1L3_28,3.5,A,1,6,6,0,0,0.005
D1L3_29,3.5,A,1,6,6,0,0,0.005
D1L3_30,3.5,A,1,3,3,0,0,0.005
D2L3_16,3.5,A,1,3,3,0,0,0.005
D2L3_17,3.5,A,1,6,6,0,0,0.005
D2L3_18,3.5,A,1,6,6,0,0,0.005
D2L1_16,3.5,A,1,6,6,0,0,0.005
D2L1_17,3.5,A,1,6,6,0,0,0.005
D2L1_18,3.5,A,1,6,6,0,0,0.005
D5L2_16,3.5,A,1,6,6,0,0,0.005
D5L2_17,3.5,A,1,6,6,0,0,0.005
D5L2_18,3.5,A,1,6,6,0,0,0.005
D2L2_16,3.5,A,1,6,6,0,0,0.005
D2L2_17,3.5,A,1,6,6,0,0,0.005
D2L2_18,3.5,A,1,5,5,0,0,0.005
D2L3_19,3.5,A,1,5,5,0,0,0.005
D2L3_20,3.5,A,1,6,6,0,0,0.005
D2L3_21,3.5,A,1,6,6,0,0,0.005
D2L1_19,3.5,A,1,6,6,0,0,0.005
D2L1_20,3.5,A,1,6,6,0,0,0.005
D2L1_21,3.5,A,1,6,6,0,0,0.005
D5L2_19,3.5,A,1,6,6,0,0,0.005
D5L2_20,3.5,A,1,6,6,0,0,0.005
D5L2_21,3.5,A,1,6,6,0,0,0.005
D2L2_19,3.5,A,1,6,6,0,0,0.005
D2L2_20,3.5,A,1,6,6,0,0,0.005
D2L2_21,3.5,A,1,3,3,0,0,0.005
D2L3_22,3.5,A,1,3,3,0,0,0.005
D2L3_23,3.5,A,1,6,6,0,0,0.005
D2L3_24,3.5,A,1,6,6,0,0,0.005
D2L1_22,3.5,A,1,6,6,0,0,0.005
D2L1_23,3.5,A,1,6,6,0,0,0.005
D2L1_24,3.5,A,1,6,6,0,0,0.005
D5L2_22,3.5,A,1,6,6,0,0,0.005
D5L2_23,3.5,A,1,6,6,0,0,0.005
D5L2_24,3.5,A,1,6,6,0,0,0.005
D2L2_22,3.5,A,1,6,6,0,0,0.005
D2L2_23,3.5,A,1,6,6,0,0,0.005
D2L2_24,3.5,A,1,5,5,0,0,0.005
D2L3_25,3.5,A,1,5,5,0,0,0.005
D2L3_26,3.5,A,1,6,6,0,0,0.005
D2L3_27,3.5,A,1,6,6,0,0,0.005
D2L1_25,3.5,A,1,6,6,0,0,0.005
D2L1_26,3.5,A,1,6,6,0,0,0.005
D2L1_27,3.5,A,1,6,6,0,0,0.005
D5L2_25,3.5,A,1,6,6,0,0,0.005
D5L2_26,3.5,A,1,6,6,0,0,0.005
D5L2_27,3.5,A,1,6,6,0,0,0.005
D2L2_25,3.5,A,1,6,6,0,0,0.005
D2L2_26,3.5,A,1,6,6,0,0,0.005
D2L2_27,3.5,A,1,3,3,0,0,0.005
D2L3_28,3.5,A,1,3,3,0,0,0.005
D2L3_29,3.5,A,1,6,6,0,0,0.005
D2L3_30,3.5,A,1,6,6,0,0,0.005
D2L1_28,3.5,A,1,6,6,0,0,0.005
D2L1_29,3.5,A,1,6,6,0,0,0.005
D2L1_30,3.5,A,1,6,6,0,0,0.005
D5L2_28,3.5,A,1,6,6,0,0,0.005
D5L2_29,3.5,A,1,6,6,0,0,0.005
D5L2_30,3.5,A,1,6,6,0,0,0.005
D2L2_28,3.5,A,1,6,6,0,0,0.005
D2L2_29,3.5,A,1,6,6,0,0,0.005
D2L2_30,3.5,A,1,5,5,0,0,0.005
D3Y1_31,3.5,A,1,5,5,0,0,0.005
D3Y1_32,3.5,A,1,6,6,0,0,0.005
D3Y1_33,3.5,A,1,6,6,0,0,0.005
D2L1_31,3.5,A,1,6,6,0,0,0.005
D2L1_32,3.5,A,1,6,6,0,0,0.005
D2L1_33,3.5,A,1,6,6,0,0,0.005
D3Y1_34,3.5,A,1,6,6,0,0,0.005
D3Y1_35,3.5,A,1,6,6,0,0,0.005
D3Y1_36,3.5,A,1,6,6,0,0,0.005
D3L1_16,3.5,A,1,6,6,0,0,0.005
D3L1_17,3.5,A,1,6,6,0,0,0.005
D3L1_18,3.5,A,1,3,3,0,0,0.005
D3Y1_37,3.5,A,1,3,3,0,0,0.005
D3Y1_38,3.5,A,1,6,6,0,0,0.005
D3Y1_39,3.5,A,1,6,6,0,0,0.005
D2L1_34,3.5,A,1,6,6,0,0,0.005
D2L1_35,3.5,A,1,6,6,0,0,0.005
D2L1_36,3.5,A,1,6,6,0,0,0.005
D3Y1_40,3.5,A,1,6,6,0,0,0.005
D3Y1_41,3.5,A,1,6,6,0,0,0.005
D3Y1_42,3.5,A,1,6,6,0,0,0.005
D3L1_19,3.5,A,1,6,6,0,0,0.005
D3L1_20,3.5,A,1,6,6,0,0,0.005
D3L1_21,3.5,A,1,5,5,0,0,0.005
D3Y1_43,3.5,A,1,5,5,0,0,0.005
D3Y1_44,3.5,A,1,6,6,0,0,0.005
D3Y1_45,3.5,A,1,6,6,0,0,0.005
D2L1_37,3.5,A,1,6,6,0,0,0.005
D2L1_38,3.5,A,1,6,6,0,0,0.005
D2L1_39,3.5,A,1,6,6,0,0,0.005
D3Y1_46,3.5,A,1,6,6,0,0,0.005
D3Y1_47,3.5,A,1,6,6,0,0,0.005
D3Y1_48,3.5,A,1,6,6,0,0,0.005
D3L1_22,3.5,A,1,6,6,0,0,0.005
D3L1_23,3.5,A,1,6,6,0,0,0.005
D3L1_24,3.5,A,1,3,3,0,0,0.005
D3Y1_49,3.5,A,1,3,3,0,0,0.005
D3Y1_50,3.5,A,1,6,6,0,0,0.005
D3Y1_51,3.5,A,1,6,6,0,0,0.005
D2L1_40,3.5,A,1,6,6,0,0,0.005
D2L1_41,3.5,A,1,6,6,0,0,0.005
D2L1_42,3.5,A,1,6,6,0,0,0.005
D3Y1_52,3.5,A,1,6,6,0,0,0.005
D3Y1_53,3.5,A,1,6,6,0,0,0.005
D3Y1_54,3.5,A,1,6,6,0,0,0.005
D3L1_25,3.5,A,1,6,6,0,0,0.005
D3L1_26,3.5,A,1,6,6,0,0,0.005
D3L1_27,3.5,A,1,5,5,0,0,0.005
D3Y1_55,3.5,A,1,5,5,0,0,0.005
D3Y1_56,3.5,A,1,6,6,0,0,0.005
D3Y1_57,3.5,A,1,6,6,0,0,0.005
D2L1_43,3.5,A,1,6,6,0,0,0.005
D2L1_44,3.5,A,1,6,6,0,0,0.005
D2L1_45,3.5,A,1,6,6,0,0,0.005
D3Y1_58,3.5,A,1,6,6,0,0,0.005
D3Y1_59,3.5,A,1,6,6,0,0,0.005
D3Y1_60,3.5,A,1,6,6,0,0,0.005
D3L1_28,3.5,A,1,6,6,0,0,0.005
D3L1_29,3.5,A,1,6,6,0,0,0.005
D3L1_30,3.5,A,1,3,3,0,0,0.005
D3L3_31,3.5,A,1,3,3,0,0,0.005
D3L3_32,3.5,A,1,6,6,0,0,0.005
D3L3_33,3.5,A,1,6,6,0,0,0.005
D4L3_16,3.5,A,1,6,6,0,0,0.005
D4L3_17,3.5,A,1,6,6,0,0,0.005
D4L3_18,3.5,A,1,6,6,0,0,0.005
D3L2_16,3.5,A,1,6,6,0,0,0.005
D3L2_17,3.5,A,1,6,6,0,0,0.005
D3L2_18,3.5,A,1,6,6,0,0,0.005
D2Y1_16,3.5,A,1,6,6,0,0,0.005
D2Y1_17,3.5,A,1,6,6,0,0,0.005
D2Y1_18,3.5,A,1,5,5,0,0,0.005
D3L3_34,3.5,A,1,5,5,0,0,0.005
D3L3_35,3.5,A,1,6,6,0,0,0.005
D3L3_36,3.5,A,1,6,6,0,0,0.005
D4L3_19,3.5,A,1,6,6,0,0,0.005
D4L3_20,3.5,A,1,6,6,0,0,0.005
D4L3_21,3.5,A,1,6,6,0,0,0.005
D3L2_19,3.5,A,1,6,6,0,0,0.005
D3L2_20,3.5,A,1,6,6,0,0,0.005
D3L2_21,3.5,A,1,6,6,0,0,0.005
D2Y1_19,3.5,A,1,6,6,0,0,0.005
D2Y1_20,3.5,A,1,6,6,0,0,0.005
D2Y1_21,3.5,A,1,3,3,0,0,0.005
D3L3_37,3.5,A,1,3,3,0,0,0.005
D3L3_38,3.5,A,1,6,6,0,0,0.005
D3L3_39,3.5,A,1,6,6,0,0,0.005
D4L3_22,3.5,A,1,6,6,0,0,0.005
D4L3_23,3.5,A,1,6,6,0,0,0.005
D4L3_24,3.5,A,1,6,6,0,0,0.005
D3L2_22,3.5,A,1,6,6,0,0,0.005
D3L2_23,3.5,A,1,6,6,0,0,0.005
D3L2_24,3.5,A,1,6,6,0,0,0.005
D2Y1_22,3.5,A,1,6,6,0,0,0.005
D2Y1_23,3.5,A,1,6,6,0,0,0.005
D2Y1_24,3.5,A,1,5,5,0,0,0.005
D3L3_40,3.5,A,1,5,5,0,0,0.005
D3L3_41,3.5,A,1,6,6,0,0,0.005
D3L3_42,3.5,A,1,6,6,0,0,0.005
D4L3_25,3.5,A,1,6,6,0,0,0.005
D4L3_26,3.5,A,1,6,6,0,0,0.005
D4L3_27,3.5,A,1,6,6,0,0,0.005
D3L2_25,3.5,A,1,6,6,0,0,0.005
D3L2_26,3.5,A,1,6,6,0,0,0.005
D3L2_27,3.5,A,1,6,6,0,0,0.005
D2Y1_25,3.5,A,1,6,6,0,0,0.005
D2Y1_26,3.5,A,1,6,6,0,0,0.005
D2Y1_27,3.5,A,1,3,3,0,0,0.005
D3L3_43,3.5,A,1,3,3,0,0,0.005
D3L3_44,3.5,A,1,6,6,0,0,0.005
D3L3_45,3.5,A,1,6,6,0,0,0.005
D4L3_28,3.5,A,1,6,6,0,0,0.005
D4L3_29,3.5,A,1,6,6,0,0,0.005
D4L3_30,3.5,A,1,6,6,0,0,0.005
D3L2_28,3.5,A,1,6,6,0,0,0.005
D3L2_29,3.5,A,1,6,6,0,0,0.005
D3L2_30,3.5,A,1,6,6,0,0,0.005
D2Y1_28,3.5,A,1,6,6,0,0,0.005
D2Y1_29,3.5,A,1,6,6,0,0,0.005
D2Y1_30,3.5,A,1,5,5,0,0,0.005
D2Y1_31,3.5,A,1,5,5,0,0,0.005
D2Y1_32,3.5,A,1,6,6,0,0,0.005
D2Y1_33,3.5,A,1,6,6,0,0,0.005
D1L3_31,3.5,A,1,6,6,0,0,0.005
D1L3_32,3.5,A,1,6,6,0,0,0.005
D1L3_33,3.5,A,1,6,6,0,0,0.005
D2L1_46,3.5,A,1,6,6,0,0,0.005
D2L1_47,3.5,A,1,6,6,0,0,0.005
D2L1_48,3.5,A,1,6,6,0,0,0.005
D3L3_46,3.5,A,1,6,6,0,0,0.005
D3L3_47,3.5,A,1,6,6,0,0,0.005
D3L3_48,3.5,A,1,3,3,0,0,0.005
D2Y1_34,3.5,A,1,3,3,0,0,0.005
D2Y1_35,3.5,A,1,6,6,0,0,0.005
D2Y1_36,3.5,A,1,6,6,0,0,0.005
D1L3_34,3.5,A,1,6,6,0,0,0.005
D1L3_35,3.5,A,1,6,6,0,0,0.005
D1L3_36,3.5,A,1,6,6,0,0,0.005
D2L1_49,3.5,A,1,6,6,0,0,0.005
D2L1_50,3.5,A,1,6,6,0,0,0.005
D2L1_51,3.5,A,1,6,6,0,0,0.005
D3L3_49,3.5,A,1,6,6,0,0,0.005
D3L3_50,3.5,A,1,6,6,0,0,0.005
D3L3_51,3.5,A,1,5,5,0,0,0.005
D2Y1_37,3.5,A,1,5,5,0,0,0.005
D2Y1_38,3.5,A,1,6,6,0,0,0.005
D2Y1_39,3.5,A,1,6,6,0,0,0.005
D1L3_37,3.5,A,1,6,6,0,0,0.005
D1L3_38,3.5,A,1,6,6,0,0,0.005
D1L3_39,3.5,A,1,6,6,0,0,0.005
D2L1_52,3.5,A,1,6,6,0,0,0.005
D2L1_53,3.5,A,1,6,6,0,0,0.005
D2L1_54,3.5,A,1,6,6,0,0,0.005
D3L3_52,3.5,A,1,6,6,0,0,0.005
D3L3_53,3.5,A,1,6,6,0,0,0.005
D3L3_54,3.5,A,1,3,3,0,0,0.005
D2Y1_40,3.5,A,1,3,3,0,0,0.005
D2Y1_41,3.5,A,1,6,6,0,0,0.005
D2Y1_42,3.5,A,1,6,6,0,0,0.005
D1L3_40,3.5,A,1,6,6,0,0,0.005
D1L3_41,3.5,A,1,6,6,0,0,0.005
D1L3_42,3.5,A,1,6,6,0,0,0.005
D2L1_55,3.5,A,1,6,6,0,0,0.005
D2L1_56,3.5,A,1,6,6,0,0,0.005
D2L1_57,3.5,A,1,6,6,0,0,0.005
D3L3_55,3.5,A,1,6,6,0,0,0.005
D3L3_56,3.5,A,1,6,6,0,0,0.005
D3L3_57,3.5,A,1,5,5,0,0,0.005
D2Y1_43,3.5,A,1,5,5,0,0,0.005
D2Y1_44,3.5,A,1,6,6,0,0,0.005
D2Y1_45,3.5,A,1,6,6,0,0,0.005
D1L3_43,3.5,A,1,6,6,0,0,0.005
D1L3_44,3.5,A,1,6,6,0,0,0.005
D1L3_45,3.5,A,1,6,6,0,0,0.005
D2L1_58,3.5,A,1,6,6,0,0,0.005
D2L1_59,3.5,A,1,6,6,0,0,0.005
D2L1_60,3.5,A,1,6,6,0,0,0.005
D3L3_58,3.5,A,1,6,6,0,0,0.005
D3L3_59,3.5,A,1,6,6,0,0,0.005
D3L3_60,3.5,A,1,3,3,0,0,0.005
D2L3_31,3.5,A,1,3,3,0,0,0.005
D2L3_32,3.5,A,1,6,6,0,0,0.005
D2L3_33,3.5,A,1,6,6,0,0,0.005
D3Y1_61,3.5,A,1,6,6,0,0,0.005
D3Y1_62,3.5,A,1,6,6,0,0,0.005
D3Y1_63,3.5,A,1,6,6,0,0,0.005
D3L2_31,3.5,A,1,6,6,0,0,0.005
D3L2_32,3.5,A,1,6,6,0,0,0.005
D3L2_33,3.5,A,1,6,6,0,0,0.005
D2L2_31,3.5,A,1,6,6,0,0,0.005
D2L2_32,3.5,A,1,6,6,0,0,0.005
D2L2_33,3.5,A,1,5,5,0,0,0.005
D2L3_34,3.5,A,1,5,5,0,0,0.005
D2L3_35,3.5,A,1,6,6,0,0,0.005
D2L3_36,3.5,A,1,6,6,0,0,0.005
D3Y1_64,3.5,A,1,6,6,0,0,0.005
D3Y1_65,3.5,A,1,6,6,0,0,0.005
D3Y1_66,3.5,A,1,6,6,0,0,0.005
D3L2_34,3.5,A,1,6,6,0,0,0.005
D3L2_35,3.5,A,1,6,6,0,0,0.005
D3L2_36,3.5,A,1,6,6,0,0,0.005
D2L2_34,3.5,A,1,6,6,0,0,0.005
D2L2_35,3.5,A,1,6,6,0,0,0.005
D2L2_36,3.5,A,1,3,3,0,0,0.005
D2L3_37,3.5,A,1,3,3,0,0,0.005
D2L3_38,3.5,A,1,6,6,0,0,0.005
D2L3_39,3.5,A,1,6,6,0,0,0.005
D3Y1_67,3.5,A,1,6,6,0,0,0.005
D3Y1_68,3.5,A,1,6,6,0,0,0.005
D3Y1_69,3.5,A,1,6,6,0,0,0.005
D3L2_37,3.5,A,1,6,6,0,0,0.005
D3L2_38,3.5,A,1,6,6,0,0,0.005
D3L2_39,3.5,A,1,6,6,0,0,0.005
D2L2_37,3.5,A,1,6,6,0,0,0.005
D2L2_38,3.5,A,1,6,6,0,0,0.005
D2L2_39,3.5,A,1,5,5,0,0,0.005
D2L3_40,3.5,A,1,5,5,0,0,0.005
D2L3_41,3.5,A,1,6,6,0,0,0.005
D2L3_42,3.5,A,1,6,6,0,0,0.005
D3Y1_70,3.5,A,1,6,6,0,0,0.005
D3Y1_71,3.5,A,1,6,6,0,0,0.005
D3Y1_72,3.5,A,1,6,6,0,0,0.005
D3L2_40,3.5,A,1,6,6,0,0,0.005
D3L2_41,3.5,A,1,6,6,0,0,0.005
D3L2_42,3.5,A,1,6,6,0,0,0.005
D2L2_40,3.5,A,1,6,6,0,0,0.005
D2L2_41,3.5,A,1,6,6,0,0,0.005
D2L2_42,3.5,A,1,3,3,0,0,0.005
D2L3_43,3.5,A,1,3,3,0,0,0.005
D2L3_44,3.5,A,1,6,6,0,0,0.005
D2L3_45,3.5,A,1,6,6,0,0,0.005
D3Y1_73,3.5,A,1,6,6,0,0,0.005
D3Y1_74,3.5,A,1,6,6,0,0,0.005
D3Y1_75,3.5,A,1,6,6,0,0,0.005
D3L2_43,3.5,A,1,6,6,0,0,0.005
D3L2_44,3.5,A,1,6,6,0,0,0.005
D3L2_45,3.5,A,1,6,6,0,0,0.005
D2L2_43,3.5,A,1,6,6,0,0,0.005
D2L2_44,3.5,A,1,6,6,0,0,0.005
D2L2_45,3.5,A,1,5,5,0,0,0.005
D4L3_31,3.5,A,1,5,5,0,0,0.005
D4L3_32,3.5,A,1,6,6,0,0,0.005
D4L3_33,3.5,A,1,6,6,0,0,0.005
D1Y1_31,3.5,A,1,6,6,0,0,0.005
D1Y1_32,3.5,A,1,6,6,0,0,0.005
D1Y1_33,3.5,A,1,6,6,0,0,0.005
D3L1_31,3.5,A,1,6,6,0,0,0.005
D3L1_32,3.5,A,1,6,6,0,0,0.005
D3L1_33,3.5,A,1,6,6,0,0,0.005
D3Y1_76,3.5,A,1,6,6,0,0,0.005
D3Y1_77,3.5,A,1,6,6,0,0,0.005
D3Y1_78,3.5,A,1,3,3,0,0,0.005
D4L3_34,3.5,A,1,3,3,0,0,0.005
D4L3_35,3.5,A,1,6,6,0,0,0.005
D4L3_36,3.5,A,1,6,6,0,0,0.005
D1Y1_34,3.5,A,1,6,6,0,0,0.005
D1Y1_35,3.5,A,1,6,6,0,0,0.005
D1Y1_36,3.5,A,1,6,6,0,0,0.005
D3L1_34,3.5,A,1,6,6,0,0,0.005
D3L1_35,3.5,A,1,6,6,0,0,0.005
D3L1_36,3.5,A,1,6,6,0,0,0.005
D3Y1_79,3.5,A,1,6,6,0,0,0.005
D3Y1_80,3.5,A,1,6,6,0,0,0.005
D3Y1_81,3.5,A,1,5,5,0,0,0.005
D4L3_37,3.5,A,1,5,5,0,0,0.005
D4L3_38,3.5,A,1,6,6,0,0,0.005
D4L3_39,3.5,A,1,6,6,0,0,0.005
D1Y1_37,3.5,A,1,6,6,0,0,0.005
D1Y1_38,3.5,A,1,6,6,0,0,0.005
D1Y1_39,3.5,A,1,6,6,0,0,0.005
D3L1_37,3.5,A,1,6,6,0,0,0.005
D3L1_38,3.5,A,1,6,6,0,0,0.005
D3L1_39,3.5,A,1,6,6,0,0,0.005
D3Y1_82,3.5,A,1,6,6,0,0,0.005
D3Y1_83,3.5,A,1,6,6,0,0,0.005
D3Y1_84,3.5,A,1,3,3,0,0,0.005
D4L3_40,3.5,A,1,3,3,0,0,0.005
D4L3_41,3.5,A,1,6,6,0,0,0.005
D4L3_42,3.5,A,1,6,6,0,0,0.005
D1Y1_40,3.5,A,1,6,6,0,0,0.005
D1Y1_41,3.5,A,1,6,6,0,0,0.005
D1Y1_42,3.5,A,1,6,6,0,0,0.005
D3L1_40,3.5,A,1,6,6,0,0,0.005
D3L1_41,3.5,A,1,6,6,0,0,0.005
