palm_id,progeny,ga_parent,gb_parent,parcel,plot,xm,ym,event_t1s,y_t1s,event_td,y_td,fold
D1Y1_23,D1Y1,D1,Y1,44A,60,26.8467875173176,10.5,0,25.5,0,25.5,44A
D1Y1_24,D1Y1,D1,Y1,44A,60,26.8467875173176,11.5,0,25.5,0,25.5,44A
D1L3_22,D1L3,D1,L3,44A,64,26.8467875173176,12.5,0,25.5,0,25.5,44A
D1L3_23,D1L3,D1,L3,44A,64,26.8467875173176,13.5,1,14.0,1,14.5,44A
D1L3_24,D1L3,D1,L3,44A,64,26.8467875173176,14.5,1,8.5,1,9.5,44A
D4L1_25,D4L1,D4,L1,44A,52,27.71281292110204,3.0,1,17.5,1,22.0,44A
D4L1_26,D4L1,D4,L1,44A,52,27.71281292110204,4.0,1,23.5,0,25.5,44A
D4L1_27,D4L1,D4,L1,44A,52,27.71281292110204,5.0,0,25.5,0,25.5,44A
D5L3_25,D5L3,D5,L3,44A,56,27.71281292110204,6.0,0,25.5,0,25.5,44A
D5L3_26,D5L3,D5,L3,44A,56,27.71281292110204,7.0,0,25.5,0,25.5,44A
D5L3_27,D5L3,D5,L3,44A,56,27.71281292110204,8.0,0,7.5,0,7.5,44A
D1Y1_25,D1Y1,D1,Y1,44A,60,27.71281292110204,9.0,0,25.5,0,25.5,44A
D1Y1_26,D1Y1,D1,Y1,44A,60,27.71281292110204,10.0,0,25.5,0,25.5,44A
D1Y1_27,D1Y1,D1,Y1,44A,60,27.71281292110204,11.0,0,25.5,0,25.5,44A
D1L3_25,D1L3,D1,L3,44A,64,27.71281292110204,12.0,1,22.5,1,23.0,44A
D1L3_26,D1L3,D1,L3,44A,64,27.71281292110204,13.0,1,19.0,1,23.0,44A
D1L3_27,D1L3,D1,L3,44A,64,27.71281292110204,14.0,1,7.5,1,8.5,44A
D4L1_28,D4L1,D4,L1,44A,52,28.578838324886476,3.5,0,25.5,0,25.5,44A
D4L1_29,D4L1,D4,L1,44A,52,28.578838324886476,4.5,1,23.0,0,25.5,44A
D4L1_30,D4L1,D4,L1,44A,52,28.578838324886476,5.5,1,25.5,0,25.5,44A
D5L3_28,D5L3,D5,L3,44A,56,28.578838324886476,6.5,1,25.5,0,25.5,44A
D5L3_29,D5L3,D5,L3,44A,56,28.578838324886476,7.5,1,23.5,0,25.5,44A
D5L3_30,D5L3,D5,L3,44A,56,28.578838324886476,8.5,1,18.5,1,20.5,44A
D1Y1_28,D1Y1,D1,Y1,44A,60,28.578838324886476,9.5,1,22.0,0,25.5,44A
D1Y1_29,D1Y1,D1,Y1,44A,60,28.578838324886476,10.5,0,25.5,0,25.5,44A
D1Y1_30,D1Y1,D1,Y1,44A,60,28.578838324886476,11.5,1,25.5,0,25.5,44A
D1L3_28,D1L3,D1,L3,44A,64,28.578838324886476,12.5,1,23.5,1,25.5,44A
D1L3_29,D1L3,D1,L3,44A,64,28.578838324886476,13.5,1,20.5,1,22.0,44A
D1L3_30,D1L3,D1,L3,44A,64,28.578838324886476,14.5,1,21.5,1,25.0,44A
D2L3_16,D2L3,D2,L3,44A,51,29.444863728670917,3.0,1,24.5,0,25.5,44A
D2L3_17,D2L3,D2,L3,44A,51,29.444863728670917,4.0,1,25.5,0,25.5,44A
D2L3_18,D2L3,D2,L3,44A,51,29.444863728670917,5.0,1,25.5,0,25.5,44A
D2L1_16,D2L1,D2,L1,44A,55,29.444863728670917,6.0,1,25.5,0,25.5,44A
D2L1_17,D2L1,D2,L1,44A,55,29.444863728670917,7.0,1,18.0,1,21.5,44A
D2L1_18,D2L1,D2,L1,44A,55,29.444863728670917,8.0,1,25.5,0,25.5,44A
D5L2_16,D5L2,D5,L2,44A,59,29.444863728670917,9.0,1,25.5,0,25.5,44A
D5L2_17,D5L2,D5,L2,44A,59,29.444863728670917,10.0,1,14.0,1,15.0,44A
D5L2_18,D5L2,D5,L2,44A,59,29.444863728670917,11.0,1,25.5,0,25.5,44A
D2L2_16,D2L2,D2,L2,44A,63,29.444863728670917,12.0,1,19.0,1,23.0,44A
D2L2_17,D2L2,D2,L2,44A,63,29.444863728670917,13.0,1,4.5,1,7.5,44A
D2L2_18,D2L2,D2,L2,44A,63,29.444863728670917,14.0,1,25.5,0,25.5,44A
D2L3_19,D2L3,D2,L3,44A,51,30.310889132455355,3.5,1,24.5,0,25.5,44A
D2L3_20,D2L3,D2,L3,44A,51,30.310889132455355,4.5,1,24.5,0,25.5,44A
D2L3_21,D2L3,D2,L3,44A,51,30.310889132455355,5.5,0,25.5,0,25.5,44A
D2L1_19,D2L1,D2,L1,44A,55,30.310889132455355,6.5,1,24.5,0,25.5,44A
D2L1_20,D2L1,D2,L1,44A,55,30.310889132455355,7.5,1,24.5,0,25.5,44A
D2L1_21,D2L1,D2,L1,44A,55,30.310889132455355,8.5,1,24.0,0,25.5,44A
D5L2_19,D5L2,D5,L2,44A,59,30.310889132455355,9.5,1,20.5,1,23.5,44A
D5L2_20,D5L2,D5,L2,44A,59,30.310889132455355,10.5,1,24.5,0,25.5,44A
D5L2_21,D5L2,D5,L2,44A,59,30.310889132455355,11.5,1,24.5,0,25.5,44A
D2L2_19,D2L2,D2,L2,44A,63,30.310889132455355,12.5,1,22.5,1,25.0,44A
D2L2_20,D2L2,D2,L2,44A,63,30.310889132455355,13.5,1,24.5,0,25.5,44A
D2L2_21,D2L2,D2,L2,44A,63,30.310889132455355,14.5,0,25.5,0,25.5,44A
D2L3_22,D2L3,D2,L3,44A,51,31.176914536239792,3.0,1,22.5,1,24.5,44A
D2L3_23,D2L3,D2,L3,44A,51,31.176914536239792,4.0,1,19.5,1,23.0,44A
D2L3_24,D2L3,D2,L3,44A,51,31.176914536239792,5.0,1,24.5,0,25.5,44A
D2L1_22,D2L1,D2,L1,44A,55,31.176914536239792,6.0,1,24.5,0,25.5,44A
D2L1_23,D2L1,D2,L1,44A,55,31.176914536239792,7.0,0,25.5,0,25.5,44A
D2L1_24,D2L1,D2,L1,44A,55,31.176914536239792,8.0,1,24.5,0,25.5,44A
D5L2_22,D5L2,D5,L2,44A,59,31.176914536239792,9.0,1,19.0,1,24.0,44A
D5L2_23,D5L2,D5,L2,44A,59,31.176914536239792,10.0,1,18.5,1,22.5,44A
D5L2_24,D5L2,D5,L2,44A,59,31.176914536239792,11.0,1,22.5,0,25.5,44A
D2L2_22,D2L2,D2,L2,44A,63,31.176914536239792,12.0,0,25.5,0,25.5,44A
D2L2_23,D2L2,D2,L2,44A,63,31.176914536239792,13.0,0,25.5,0,25.5,44A
D2L2_24,D2L2,D2,L2,44A,63,31.176914536239792,14.0,0,25.5,0,25.5,44A
D2L3_25,D2L3,D2,L3,44A,51,32.04293994002423,3.5,1,24.0,0,25.5,44A
D2L3_26,D2L3,D2,L3,44A,51,32.04293994002423,4.5,1,25.5,0,25.5,44A
D2L3_27,D2L3,D2,L3,44A,51,32.04293994002423,5.5,0,25.5,0,25.5,44A
D2L1_25,D2L1,D2,L1,44A,55,32.04293994002423,6.5,0,25.5,0,25.5,44A
D2L1_26,D2L1,D2,L1,44A,55,32.04293994002423,7.5,0,25.5,0,25.5,44A
D2L1_27,D2L1,D2,L1,44A,55,32.04293994002423,8.5,0,25.5,0,25.5,44A
D5L2_25,D5L2,D5,L2,44A,59,32.04293994002423,9.5,0,25.5,0,25.5,44A
D5L2_26,D5L2,D5,L2,44A,59,32.04293994002423,10.5,0,25.5,0,25.5,44A
D5L2_27,D5L2,D5,L2,44A,59,32.04293994002423,11.5,0,25.5,0,25.5,44A
D2L2_25,D2L2,D2,L2,44A,63,32.04293994002423,12.5,0,25.5,0,25.5,44A
D2L2_26,D2L2,D2,L2,44A,63,32.04293994002423,13.5,0,25.5,0,25.5,44A
D2L2_27,D2L2,D2,L2,44A,63,32.04293994002423,14.5,0,25.5,0,25.5,44A
D2L3_28,D2L3,D2,L3,44A,51,32.908965343808674,3.0,1,21.0,1,24.5,44A
D2L3_29,D2L3,D2,L3,44A,51,32.908965343808674,4.0,1,22.5,1,24.5,44A
D2L3_30,D2L3,D2,L3,44A,51,32.908965343808674,5.0,1,22.5,1,24.0,44A
D2L1_28,D2L1,D2,L1,44A,55,32.908965343808674,6.0,0,25.5,0,25.5,44A
D2L1_29,D2L1,D2,L1,44A,55,32.908965343808674,7.0,1,24.0,1,25.5,44A
D2L1_30,D2L1,D2,L1,44A,55,32.908965343808674,8.0,0,25.5,0,25.5,44A
D5L2_28,D5L2,D5,L2,44A,59,32.908965343808674,9.0,0,25.5,0,25.5,44A
D5L2_29,D5L2,D5,L2,44A,59,32.908965343808674,10.0,0,25.5,0,25.5,44A
D5L2_30,D5L2,D5,L2,44A,59,32.908965343808674,11.0,0,25.5,0,25.5,44A
D2L2_28,D2L2,D2,L2,44A,63,32.908965343808674,12.0,0,25.5,0,25.5,44A
D2L2_29,D2L2,D2,L2,44A,63,32.908965343808674,13.0,0,25.5,0,25.5,44A
D2L2_30,D2L2,D2,L2,44A,63,32.908965343808674,14.0,0,25.5,0,25.5,44A
D3Y1_31,D3Y1,D3,Y1,44A,50,33.77499074759311,3.5,1,24.5,0,25.5,44A
D3Y1_32,D3Y1,D3,Y1,44A,50,33.77499074759311,4.5,1,22.0,0,25.5,44A
D3Y1_33,D3Y1,D3,Y1,44A,50,33.77499074759311,5.5,1,11.5,1,14.0,44A
D2L1_31,D2L1,D2,L1,44A,54,33.77499074759311,6.5,0,25.5,0,25.5,44A
D2L1_32,D2L1,D2,L1,44A,54,33.77499074759311,7.5,1,25.0,0,25.5,44A
D2L1_33,D2L1,D2,L1,44A,54,33.77499074759311,8.5,1,19.0,1,23.0,44A
D3Y1_34,D3Y1,D3,Y1,44A,58,33.77499074759311,9.5,0,25.5,0,25.5,44A
D3Y1_35,D3Y1,D3,Y1,44A,58,33.77499074759311,10.5,0,25.5,0,25.5,44A
D3Y1_36,D3Y1,D3,Y1,44A,58,33.77499074759311,11.5,1,24.5,0,25.5,44A
D3L1_16,D3L1,D3,L1,44A,62,33.77499074759311,12.5,1,11.5,1,14.5,44A
D3L1_17,D3L1,D3,L1,44A,62,33.77499074759311,13.5,1,25.0,0,25.5,44A
D3L1_18,D3L1,D3,L1,44A,62,33.77499074759311,14.5,0,7.5,0,7.5,44A
D3Y1_37,D3Y1,D3,Y1,44A,50,34.64101615137755,3.0,1,13.5,1,14.0,44A
D3Y1_38,D3Y1,D3,Y1,44A,50,34.64101615137755,4.0,1,21.0,0,25.5,44A
D3Y1_39,D3Y1,D3,Y1,44A,50,34.64101615137755,5.0,1,23.5,0,25.5,44A
D2L1_34,D2L1,D2,L1,44A,54,34.64101615137755,6.0,1,12.5,1,24.5,44A
D2L1_35,D2L1,D2,L1,44A,54,34.64101615137755,7.0,1,14.5,1,16.0,44A
D2L1_36,D2L1,D2,L1,44A,54,34.64101615137755,8.0,1,24.5,0,25.5,44A
D3Y1_40,D3Y1,D3,Y1,44A,58,34.64101615137755,9.0,0,25.5,0,25.5,44A
D3Y1_41,D3Y1,D3,Y1,44A,58,34.64101615137755,10.0,0,25.5,0,25.5,44A
D3Y1_42,D3Y1,D3,Y1,44A,58,34.64101615137755,11.0,0,25.5,0,25.5,44A
D3L1_19,D3L1,D3,L1,44A,62,34.64101615137755,12.0,0,25.5,0,25.5,44A
D3L1_20,D3L1,D3,L1,44A,62,34.64101615137755,13.0,1,25.0,0,25.5,44A
D3L1_21,D3L1,D3,L1,44A,62,34.64101615137755,14.0,1,12.5,1,25.0,44A
D3Y1_43,D3Y1,D3,Y1,44A,50,35.50704155516199,3.5,0,25.5,0,25.5,44A
D3Y1_44,D3Y1,D3,Y1,44A,50,35.50704155516199,4.5,1,10.0,1,10.5,44A
D3Y1_45,D3Y1,D3,Y1,44A,50,35.50704155516199,5.5,0,8.5,0,8.5,44A
D2L1_37,D2L1,D2,L1,44A,54,35.50704155516199,6.5,1,19.5,1,22.5,44A
D2L1_38,D2L1,D2,L1,44A,54,35.50704155516199,7.5,1,23.5,0,25.5,44A
D2L1_39,D2L1,D2,L1,44A,54,35.50704155516199,8.5,1,21.0,1,24.0,44A
D3Y1_46,D3Y1,D3,Y1,44A,58,35.50704155516199,9.5,0,25.5,0,25.5,44A
D3Y1_47,D3Y1,D3,Y1,44A,58,35.50704155516199,10.5,1,24.0,0,25.5,44A
D3Y1_48,D3Y1,D3,Y1,44A,58,35.50704155516199,11.5,0,25.5,0,25.5,44A
D3L1_22,D3L1,D3,L1,44A,62,35.50704155516199,12.5,1,17.5,1,19.5,44A
D3L1_23,D3L1,D3,L1,44A,62,35.50704155516199,13.5,1,18.5,1,22.5,44A
D3L1_24,D3L1,D3,L1,44A,62,35.50704155516199,14.5,0,25.5,0,25.5,44A
D3Y1_49,D3Y1,D3,Y1,44A,50,36.373066958946424,3.0,0,25.5,0,25.5,44A
D3Y1_50,D3Y1,D3,Y1,44A,50,36.373066958946424,4.0,0,25.5,0,25.5,44A
D3Y1_51,D3Y1,D3,Y1,44A,50,36.373066958946424,5.0,1,13.5,1,14.0,44A
D2L1_40,D2L1,D2,L1,44A,54,36.373066958946424,6.0,0,25.5,0,25.5,44A
D2L1_41,D2L1,D2,L1,44A,54,36.373066958946424,7.0,0,25.5,0,25.5,44A
D2L1_42,D2L1,D2,L1,44A,54,36.373066958946424,8.0,1,19.5,1,22.0,44A
D3Y1_52,D3Y1,D3,Y1,44A,58,36.373066958946424,9.0,1,20.5,1,23.0,44A
D3Y1_53,D3Y1,D3,Y1,44A,58,36.373066958946424,10.0,0,25.5,0,25.5,44A
D3Y1_54,D3Y1,D3,Y1,44A,58,36.373066958946424,11.0,0,25.5,0,25.5,44A
D3L1_25,D3L1,D3,L1,44A,62,36.373066958946424,12.0,1,15.5,1,22.5,44A
D3L1_26,D3L1,D3,L1,44A,62,36.373066958946424,13.0,1,8.5,1,9.5,44A
D3L1_27,D3L1,D3,L1,44A,62,36.373066958946424,14.0,0,7.0,0,7.0,44A
D3Y1_55,D3Y1,D3,Y1,44A,50,37.239092362730865,3.5,0,25.5,0,25.5,44A
D3Y1_56,D3Y1,D3,Y1,44A,50,37.239092362730865,4.5,1,24.5,0,25.5,44A
D3Y1_57,D3Y1,D3,Y1,44A,50,37.239092362730865,5.5,1,24.5,0,25.5,44A
D2L1_43,D2L1,D2,L1,44A,54,37.239092362730865,6.5,1,24.0,0,25.5,44A
D2L1_44,D2L1,D2,L1,44A,54,37.239092362730865,7.5,1,14.0,1,14.5,44A
D2L1_45,D2L1,D2,L1,44A,54,37.239092362730865,8.5,1,14.0,1,14.5,44A
D3Y1_58,D3Y1,D3,Y1,44A,58,37.239092362730865,9.5,0,25.5,0,25.5,44A
D3Y1_59,D3Y1,D3,Y1,44A,58,37.239092362730865,10.5,0,25.5,0,25.5,44A
D3Y1_60,D3Y1,D3,Y1,44A,58,37.239092362730865,11.5,0,25.5,0,25.5,44A
D3L1_28,D3L1,D3,L1,44A,62,37.239092362730865,12.5,1,19.5,1,22.5,44A
D3L1_29,D3L1,D3,L1,44A,62,37.239092362730865,13.5,1,17.0,1,18.5,44A
D3L1_30,D3L1,D3,L1,44A,62,37.239092362730865,14.5,1,15.5,1,18.0,44A
D3L3_31,D3L3,D3,L3,44A,49,38.105117766515306,3.0,1,19.0,1,23.0,44A
D3L3_32,D3L3,D3,L3,44A,49,38.105117766515306,4.0,1,12.5,1,13.0,44A
D3L3_33,D3L3,D3,L3,44A,49,38.105117766515306,5.0,1,17.5,1,21.0,44A
D4L3_16,D4L3,D4,L3,44A,53,38.105117766515306,6.0,1,18.0,1,20.5,44A
D4L3_17,D4L3,D4,L3,44A,53,38.105117766515306,7.0,0,13.0,0,13.0,44A
D4L3_18,D4L3,D4,L3,44A,53,38.105117766515306,8.0,1,20.5,1,22.5,44A
D3L2_16,D3L2,D3,L2,44A,57,38.105117766515306,9.0,1,23.5,0,25.5,44A
D3L2_17,D3L2,D3,L2,44A,57,38.105117766515306,10.0,1,25.5,0,25.5,44A
D3L2_18,D3L2,D3,L2,44A,57,38.105117766515306,11.0,1,24.5,1,25.5,44A
D2Y1_16,D2Y1,D2,Y1,44A,61,38.105117766515306,12.0,1,18.0,1,18.5,44A
D2Y1_17,D2Y1,D2,Y1,44A,61,38.105117766515306,13.0,1,14.0,1,14.5,44A
D2Y1_18,D2Y1,D2,Y1,44A,61,38.105117766515306,14.0,1,8.5,1,12.5,44A
D3L3_34,D3L3,D3,L3,44A,49,38.97114317029974,3.5,0,25.5,0,25.5,44A
D3L3_35,D3L3,D3,L3,44A,49,38.97114317029974,4.5,0,25.5,0,25.5,44A
D3L3_36,D3L3,D3,L3,44A,49,38.97114317029974,5.5,1,22.0,1,24.5,44A
D4L3_19,D4L3,D4,L3,44A,53,38.97114317029974,6.5,0,25.5,0,25.5,44A
D4L3_20,D4L3,D4,L3,44A,53,38.97114317029974,7.5,1,17.5,1,20.5,44A
D4L3_21,D4L3,D4,L3,44A,53,38.97114317029974,8.5,0,25.5,0,25.5,44A
D3L2_19,D3L2,D3,L2,44A,57,38.97114317029974,9.5,1,21.5,1,24.0,44A
D3L2_20,D3L2,D3,L2,44A,57,38.97114317029974,10.5,1,17.5,1,22.5,44A
D3L2_21,D3L2,D3,L2,44A,57,38.97114317029974,11.5,0,25.5,0,25.5,44A
D2Y1_19,D2Y1,D2,Y1,44A,61,38.97114317029974,12.5,0,25.5,0,25.5,44A
D2Y1_20,D2Y1,D2,Y1,44A,61,38.97114317029974,13.5,1,21.0,0,25.5,44A
D2Y1_21,D2Y1,D2,Y1,44A,61,38.97114317029974,14.5,0,25.5,0,25.5,44A
D3L3_37,D3L3,D3,L3,44A,49,39.83716857408418,3.0,0,25.5,0,25.5,44A
D3L3_38,D3L3,D3,L3,44A,49,39.83716857408418,4.0,0,25.5,0,25.5,44A
D3L3_39,D3L3,D3,L3,44A,49,39.83716857408418,5.0,1,10.5,1,11.0,44A
D4L3_22,D4L3,D4,L3,44A,53,39.83716857408418,6.0,0,25.5,0,25.5,44A
D4L3_23,D4L3,D4,L3,44A,53,39.83716857408418,7.0,0,25.5,0,25.5,44A
D4L3_24,D4L3,D4,L3,44A,53,39.83716857408418,8.0,0,25.5,0,25.5,44A
D3L2_22,D3L2,D3,L2,44A,57,39.83716857408418,9.0,1,23.0,1,24.5,44A
D3L2_23,D3L2,D3,L2,44A,57,39.83716857408418,10.0,1,9.5,1,10.5,44A
D3L2_24,D3L2,D3,L2,44A,57,39.83716857408418,11.0,1,16.0,1,21.5,44A
D2Y1_22,D2Y1,D2,Y1,44A,61,39.83716857408418,12.0,0,25.5,0,25.5,44A
D2Y1_23,D2Y1,D2,Y1,44A,61,39.83716857408418,13.0,1,25.5,0,25.5,44A
D2Y1_24,D2Y1,D2,Y1,44A,61,39.83716857408418,14.0,1,23.0,0,25.5,44A
D3L3_40,D3L3,D3,L3,44A,49,40.70319397786862,3.5,1,23.0,0,25.5,44A
D3L3_41,D3L3,D3,L3,44A,49,40.70319397786862,4.5,1,14.0,1,15.0,44A
D3L3_42,D3L3,D3,L3,44A,49,40.70319397786862,5.5,1,17.0,1,19.0,44A
D4L3_25,D4L3,D4,L3,44A,53,40.70319397786862,6.5,1,22.5,0,25.5,44A
D4L3_26,D4L3,D4,L3,44A,53,40.70319397786862,7.5,1,25.5,0,25.5,44A
D4L3_27,D4L3,D4,L3,44A,53,40.70319397786862,8.5,1,25.5,0,25.5,44A
D3L2_25,D3L2,D3,L2,44A,57,40.70319397786862,9.5,1,21.0,1,24.0,44A
D3L2_26,D3L2,D3,L2,44A,57,40.70319397786862,10.5,0,15.0,0,15.0,44A
D3L2_27,D3L2,D3,L2,44A,57,40.70319397786862,11.5,1,10.5,1,11.5,44A
D2Y1_25,D2Y1,D2,Y1,44A,61,40.70319397786862,12.5,1,24.5,0,25.5,44A
D2Y1_26,D2Y1,D2,Y1,44A,61,40.70319397786862,13.5,1,25.5,0,25.5,44A
D2Y1_27,D2Y1,D2,Y1,44A,61,40.70319397786862,14.5,1,25.5,0,25.5,44A
D3L3_43,D3L3,D3,L3,44A,49,41.569219381653056,3.0,1,21.5,0,25.5,44A
D3L3_44,D3L3,D3,L3,44A,49,41.569219381653056,4.0,1,25.5,0,25.5,44A
D3L3_45,D3L3,D3,L3,44A,49,41.569219381653056,5.0,1,25.5,0,25.5,44A
D4L3_28,D4L3,D4,L3,44A,53,41.569219381653056,6.0,1,25.5,0,25.5,44A
D4L3_29,D4L3,D4,L3,44A,53,41.569219381653056,7.0,0,25.5,0,25.5,44A
D4L3_30,D4L3,D4,L3,44A,53,41.569219381653056,8.0,1,25.5,0,25.5,44A
D3L2_28,D3L2,D3,L2,44A,57,41.569219381653056,9.0,1,25.5,0,25.5,44A
D3L2_29,D3L2,D3,L2,44A,57,41.569219381653056,10.0,1,25.5,0,25.5,44A
D3L2_30,D3L2,D3,L2,44A,57,41.569219381653056,11.0,1,14.0,1,14.5,44A
D2Y1_28,D2Y1,D2,Y1,44A,61,41.569219381653056,12.0,1,15.5,0,25.5,44A
D2Y1_29,D2Y1,D2,Y1,44A,61,41.569219381653056,13.0,1,25.5,0,25.5,44A
D2Y1_30,D2Y1,D2,Y1,44A,61,41.569219381653056,14.0,1,25.5,0,25.5,44A
D2Y1_31,D2Y1,D2,Y1,44A,36,42.4352447854375,3.5,0,25.5,0,25.5,44A
D2Y1_32,D2Y1,D2,Y1,44A,36,42.4352447854375,4.5,1,15.5,1,21.0,44A
D2Y1_33,D2Y1,D2,Y1,44A,36,42.4352447854375,5.5,1,14.5,1,15.5,44A
D1L3_31,D1L3,D1,L3,44A,40,42.4352447854375,6.5,0,25.5,0,25.5,44A
D1L3_32,D1L3,D1,L3,44A,40,42.4352447854375,7.5,0,25.5,0,25.5,44A
D1L3_33,D1L3,D1,L3,44A,40,42.4352447854375,8.5,0,25.5,0,25.5,44A
D2L1_46,D2L1,D2,L1,44A,44,42.4352447854375,9.5,0,25.5,0,25.5,44A
D2L1_47,D2L1,D2,L1,44A,44,42.4352447854375,10.5,0,25.5,0,25.5,44A
D2L1_48,D2L1,D2,L1,44A,44,42.4352447854375,11.5,0,25.5,0,25.5,44A
D3L3_46,D3L3,D3,L3,44A,48,42.4352447854375,12.5,0,25.5,0,25.5,44A
D3L3_47,D3L3,D3,L3,44A,48,42.4352447854375,13.5,0,25.5,0,25.5,44A
D3L3_48,D3L3,D3,L3,44A,48,42.4352447854375,14.5,1,19.0,1,21.5,44A
D2Y1_34,D2Y1,D2,Y1,44A,36,43.30127018922194,3.0,1,22.0,1,25.5,44A
D2Y1_35,D2Y1,D2,Y1,44A,36,43.30127018922194,4.0,1,25.0,1,25.5,44A
D2Y1_36,D2Y1,D2,Y1,44A,36,43.30127018922194,5.0,1,19.5,0,25.5,44A
D1L3_34,D1L3,D1,L3,44A,40,43.30127018922194,6.0,0,25.5,0,25.5,44A
D1L3_35,D1L3,D1,L3,44A,40,43.30127018922194,7.0,1,15.5,1,22.5,44A
D1L3_36,D1L3,D1,L3,44A,40,43.30127018922194,8.0,0,25.5,0,25.5,44A
D2L1_49,D2L1,D2,L1,44A,44,43.30127018922194,9.0,0,25.5,0,25.5,44A
D2L1_50,D2L1,D2,L1,44A,44,43.30127018922194,10.0,0,25.5,0,25.5,44A
D2L1_51,D2L1,D2,L1,44A,44,43.30127018922194,11.0,0,25.5,0,25.5,44A
D3L3_49,D3L3,D3,L3,44A,48,43.30127018922194,12.0,0,25.5,0,25.5,44A
D3L3_50,D3L3,D3,L3,44A,48,43.30127018922194,13.0,1,21.0,1,24.0,44A
D3L3_51,D3L3,D3,L3,44A,48,43.30127018922194,14.0,0,25.5,0,25.5,44A
D2Y1_37,D2Y1,D2,Y1,44A,36,44.16729559300637,3.5,1,24.5,0,25.5,44A
D2Y1_38,D2Y1,D2,Y1,44A,36,44.16729559300637,4.5,1,24.5,0,25.5,44A
D2Y1_39,D2Y1,D2,Y1,44A,36,44.16729559300637,5.5,1,23.0,0,25.5,44A
D1L3_37,D1L3,D1,L3,44A,40,44.16729559300637,6.5,1,22.0,1,25.5,44A
D1L3_38,D1L3,D1,L3,44A,40,44.16729559300637,7.5,1,9.5,1,10.5,44A
D1L3_39,D1L3,D1,L3,44A,40,44.16729559300637,8.5,1,25.5,0,25.5,44A
D2L1_52,D2L1,D2,L1,44A,44,44.16729559300637,9.5,0,25.5,0,25.5,44A
D2L1_53,D2L1,D2,L1,44A,44,44.16729559300637,10.5,1,24.5,0,25.5,44A
D2L1_54,D2L1,D2,L1,44A,44,44.16729559300637,11.5,0,25.5,0,25.5,44A
D3L3_52,D3L3,D3,L3,44A,48,44.16729559300637,12.5,1,24.5,0,25.5,44A
D3L3_53,D3L3,D3,L3,44A,48,44.16729559300637,13.5,1,24.5,0,25.5,44A
D3L3_54,D3L3,D3,L3,44A,48,44.16729559300637,14.5,0,25.5,0,25.5,44A
D2Y1_40,D2Y1,D2,Y1,44A,36,45.03332099679081,3.0,0,25.5,0,25.5,44A
D2Y1_41,D2Y1,D2,Y1,44A,36,45.03332099679081,4.0,1,24.5,0,25.5,44A
D2Y1_42,D2Y1,D2,Y1,44A,36,45.03332099679081,5.0,1,24.5,0,25.5,44A
D1L3_40,D1L3,D1,L3,44A,40,45.03332099679081,6.0,1,23.5,1,24.5,44A
D1L3_41,D1L3,D1,L3,44A,40,45.03332099679081,7.0,0,10.5,0,10.5,44A
D1L3_42,D1L3,D1,L3,44A,40,45.03332099679081,8.0,1,14.0,1,14.5,44A
D2L1_55,D2L1,D2,L1,44A,44,45.03332099679081,9.0,1,24.5,0,25.5,44A
D2L1_56,D2L1,D2,L1,44A,44,45.03332099679081,10.0,0,25.5,0,25.5,44A
D2L1_57,D2L1,D2,L1,44A,44,45.03332099679081,11.0,1,24.5,0,25.5,44A
D3L3_55,D3L3,D3,L3,44A,48,45.03332099679081,12.0,1,24.5,0,25.5,44A
D3L3_56,D3L3,D3,L3,44A,48,45.03332099679081,13.0,1,18.5,1,19.0,44A
D3L3_57,D3L3,D3,L3,44A,48,45.03332099679081,14.0,0,25.5,0,25.5,44A
D2Y1_43,D2Y1,D2,Y1,44A,36,45.899346400575254,3.5,0,25.5,0,25.5,44A
D2Y1_44,D2Y1,D2,Y1,44A,36,45.899346400575254,4.5,0,25.5,0,25.5,44A
D2Y1_45,D2Y1,D2,Y1,44A,36,45.899346400575254,5.5,0,25.5,0,25.5,44A
D1L3_43,D1L3,D1,L3,44A,40,45.899346400575254,6.5,1,19.5,1,23.0,44A
D1L3_44,D1L3,D1,L3,44A,40,45.899346400575254,7.5,1,14.0,1,15.5,44A
D1L3_45,D1L3,D1,L3,44A,40,45.899346400575254,8.5,1,21.0,1,24.0,44A
D2L1_58,D2L1,D2,L1,44A,44,45.899346400575254,9.5,0,25.5,0,25.5,44A
D2L1_59,D2L1,D2,L1,44A,44,45.899346400575254,10.5,1,23.5,0,25.5,44A
D2L1_60,D2L1,D2,L1,44A,44,45.899346400575254,11.5,0,25.5,0,25.5,44A
D3L3_58,D3L3,D3,L3,44A,48,45.899346400575254,12.5,1,12.5,1,15.0,44A
D3L3_59,D3L3,D3,L3,44A,48,45.899346400575254,13.5,0,25.5,0,25.5,44A
D3L3_60,D3L3,D3,L3,44A,48,45.899346400575254,14.5,0,25.5,0,25.5,44A
D2L3_31,D2L3,D2,L3,44A,35,46.76537180435969,3.0,0,25.5,0,25.5,44A
D2L3_32,D2L3,D2,L3,44A,35,46.76537180435969,4.0,1,24.5,0,25.5,44A
D2L3_33,D2L3,D2,L3,44A,35,46.76537180435969,5.0,1,25.5,0,25.5,44A
D3Y1_61,D3Y1,D3,Y1,44A,39,46.76537180435969,6.0,1,25.0,0,25.5,44A
D3Y1_62,D3Y1,D3,Y1,44A,39,46.76537180435969,7.0,1,24.5,0,25.5,44A
