palm_id,progeny,ga_parent,gb_parent,parcel,plot,xm,ym,event_t1s,y_t1s,event_td,y_td,fold
D3L3_71,D3L3,D3,L3,44B,27,25.114736709748723,26.5,1,0.5,1,2.5,44B
D3L3_72,D3L3,D3,L3,44B,27,25.114736709748723,27.5,0,25.5,0,25.5,44B
D2L2_55,D2L2,D2,L2,44B,23,25.114736709748723,28.5,0,25.5,0,25.5,44B
D2L2_56,D2L2,D2,L2,44B,23,25.114736709748723,29.5,1,24.0,0,25.5,44B
D2L2_57,D2L2,D2,L2,44B,23,25.114736709748723,30.5,0,25.5,0,25.5,44B
D4L3_55,D4L3,D4,L3,44B,19,25.114736709748723,31.5,0,25.5,0,25.5,44B
D4L3_56,D4L3,D4,L3,44B,19,25.114736709748723,32.5,0,25.5,0,25.5,44B
D4L3_57,D4L3,D4,L3,44B,19,25.114736709748723,33.5,0,25.5,0,25.5,44B
D5L3_58,D5L3,D5,L3,44B,31,25.98076211353316,22.0,1,24.0,0,25.5,44B
D5L3_59,D5L3,D5,L3,44B,31,25.98076211353316,23.0,0,25.5,0,25.5,44B
D5L3_60,D5L3,D5,L3,44B,31,25.98076211353316,24.0,1,20.5,1,23.0,44B
D3L3_73,D3L3,D3,L3,44B,27,25.98076211353316,25.0,0,25.5,0,25.5,44B
D3L3_74,D3L3,D3,L3,44B,27,25.98076211353316,26.0,0,25.5,0,25.5,44B
D3L3_75,D3L3,D3,L3,44B,27,25.98076211353316,27.0,0,25.5,0,25.5,44B
D2L2_58,D2L2,D2,L2,44B,23,25.98076211353316,28.0,0,25.5,0,25.5,44B
D2L2_59,D2L2,D2,L2,44B,23,25.98076211353316,29.0,0,25.5,0,25.5,44B
D2L2_60,D2L2,D2,L2,44B,23,25.98076211353316,30.0,1,19.5,1,22.0,44B
D4L3_58,D4L3,D4,L3,44B,19,25.98076211353316,31.0,1,23.5,0,25.5,44B
D4L3_59,D4L3,D4,L3,44B,19,25.98076211353316,32.0,1,25.5,0,25.5,44B
D4L3_60,D4L3,D4,L3,44B,19,25.98076211353316,33.0,1,21.5,1,23.5,44B
D3L1_46,D3L1,D3,L1,44B,30,26.8467875173176,22.5,1,14.0,1,15.5,44B
D3L1_47,D3L1,D3,L1,44B,30,26.8467875173176,23.5,1,20.5,1,24.5,44B
D3L1_48,D3L1,D3,L1,44B,30,26.8467875173176,24.5,1,24.0,0,25.5,44B
D2Y1_46,D2Y1,D2,Y1,44B,26,26.8467875173176,25.5,1,8.0,1,11.0,44B
D2Y1_47,D2Y1,D2,Y1,44B,26,26.8467875173176,26.5,1,24.5,0,25.5,44B
D2Y1_48,D2Y1,D2,Y1,44B,26,26.8467875173176,27.5,0,25.5,0,25.5,44B
D1Y1_46,D1Y1,D1,Y1,44B,22,26.8467875173176,28.5,0,25.5,0,25.5,44B
D1Y1_47,D1Y1,D1,Y1,44B,22,26.8467875173176,29.5,1,24.5,0,25.5,44B
D1Y1_48,D1Y1,D1,Y1,44B,22,26.8467875173176,30.5,1,24.5,0,25.5,44B
D3Y1_106,D3Y1,D3,Y1,44B,18,26.8467875173176,31.5,1,6.5,1,7.5,44B
D3Y1_107,D3Y1,D3,Y1,44B,18,26.8467875173176,32.5,1,13.0,1,14.0,44B
D3Y1_108,D3Y1,D3,Y1,44B,18,26.8467875173176,33.5,1,13.5,1,14.0,44B
D3L1_49,D3L1,D3,L1,44B,30,27.71281292110204,22.0,0,25.5,0,25.5,44B
D3L1_50,D3L1,D3,L1,44B,30,27.71281292110204,23.0,0,25.5,0,25.5,44B
D3L1_51,D3L1,D3,L1,44B,30,27.71281292110204,24.0,0,7.5,0,7.5,44B
D2Y1_49,D2Y1,D2,Y1,44B,26,27.71281292110204,25.0,1,15.5,0,17.0,44B
D2Y1_50,D2Y1,D2,Y1,44B,26,27.71281292110204,26.0,1,24.5,0,25.5,44B
D2Y1_51,D2Y1,D2,Y1,44B,26,27.71281292110204,27.0,1,24.5,0,25.5,44B
D1Y1_49,D1Y1,D1,Y1,44B,22,27.71281292110204,28.0,0,25.5,0,25.5,44B
D1Y1_50,D1Y1,D1,Y1,44B,22,27.71281292110204,29.0,0,25.5,0,25.5,44B
D1Y1_51,D1Y1,D1,Y1,44B,22,27.71281292110204,30.0,1,18.5,1,24.0,44B
D3Y1_109,D3Y1,D3,Y1,44B,18,27.71281292110204,31.0,1,11.0,1,12.5,44B
D3Y1_110,D3Y1,D3,Y1,44B,18,27.71281292110204,32.0,1,22.5,0,25.5,44B
D3Y1_111,D3Y1,D3,Y1,44B,18,27.71281292110204,33.0,1,17.0,0,25.5,44B
D3L1_52,D3L1,D3,L1,44B,30,28.578838324886476,22.5,0,25.5,0,25.5,44B
D3L1_53,D3L1,D3,L1,44B,30,28.578838324886476,23.5,0,25.5,0,25.5,44B
D3L1_54,D3L1,D3,L1,44B,30,28.578838324886476,24.5,0,25.5,0,25.5,44B
D2Y1_52,D2Y1,D2,Y1,44B,26,28.578838324886476,25.5,0,25.5,0,25.5,44B
D2Y1_53,D2Y1,D2,Y1,44B,26,28.578838324886476,26.5,0,8.0,0,8.0,44B
D2Y1_54,D2Y1,D2,Y1,44B,26,28.578838324886476,27.5,0,25.5,0,25.5,44B
D1Y1_52,D1Y1,D1,Y1,44B,22,28.578838324886476,28.5,1,19.0,0,25.5,44B
D1Y1_53,D1Y1,D1,Y1,44B,22,28.578838324886476,29.5,0,25.5,0,25.5,44B
D1Y1_54,D1Y1,D1,Y1,44B,22,28.578838324886476,30.5,1,22.0,1,24.0,44B
D3Y1_112,D3Y1,D3,Y1,44B,18,28.578838324886476,31.5,0,25.5,0,25.5,44B
D3Y1_113,D3Y1,D3,Y1,44B,18,28.578838324886476,32.5,1,23.5,0,25.5,44B
D3Y1_114,D3Y1,D3,Y1,44B,18,28.578838324886476,33.5,1,25.5,0,25.5,44B
D3L1_55,D3L1,D3,L1,44B,30,29.444863728670917,22.0,0,25.5,0,25.5,44B
D3L1_56,D3L1,D3,L1,44B,30,29.444863728670917,23.0,0,25.5,0,25.5,44B
D3L1_57,D3L1,D3,L1,44B,30,29.444863728670917,24.0,1,21.0,1,24.5,44B
D2Y1_55,D2Y1,D2,Y1,44B,26,29.444863728670917,25.0,0,25.5,0,25.5,44B
D2Y1_56,D2Y1,D2,Y1,44B,26,29.444863728670917,26.0,0,25.5,0,25.5,44B
D2Y1_57,D2Y1,D2,Y1,44B,26,29.444863728670917,27.0,1,20.5,0,25.5,44B
D1Y1_55,D1Y1,D1,Y1,44B,22,29.444863728670917,28.0,0,10.5,0,10.5,44B
D1Y1_56,D1Y1,D1,Y1,44B,22,29.444863728670917,29.0,0,18.0,0,18.0,44B
D1Y1_57,D1Y1,D1,Y1,44B,22,29.444863728670917,30.0,0,25.5,0,25.5,44B
D3Y1_115,D3Y1,D3,Y1,44B,18,29.444863728670917,31.0,1,24.0,0,25.5,44B
D3Y1_116,D3Y1,D3,Y1,44B,18,29.444863728670917,32.0,1,14.0,1,14.5,44B
D3Y1_117,D3Y1,D3,Y1,44B,18,29.444863728670917,33.0,1,19.5,1,25.0,44B
D3L1_58,D3L1,D3,L1,44B,30,30.310889132455355,22.5,0,25.5,0,25.5,44B
D3L1_59,D3L1,D3,L1,44B,30,30.310889132455355,23.5,0,25.5,0,25.5,44B
D3L1_60,D3L1,D3,L1,44B,30,30.310889132455355,24.5,0,25.5,0,25.5,44B
D2Y1_58,D2Y1,D2,Y1,44B,26,30.310889132455355,25.5,0,25.5,0,25.5,44B
D2Y1_59,D2Y1,D2,Y1,44B,26,30.310889132455355,26.5,0,25.5,0,25.5,44B
D2Y1_60,D2Y1,D2,Y1,44B,26,30.310889132455355,27.5,1,19.0,1,25.5,44B
D1Y1_58,D1Y1,D1,Y1,44B,22,30.310889132455355,28.5,0,25.5,0,25.5,44B
D1Y1_59,D1Y1,D1,Y1,44B,22,30.310889132455355,29.5,0,25.5,0,25.5,44B
D1Y1_60,D1Y1,D1,Y1,44B,22,30.310889132455355,30.5,1,14.5,1,17.5,44B
D3Y1_118,D3Y1,D3,Y1,44B,18,30.310889132455355,31.5,1,10.5,1,12.0,44B
D3Y1_119,D3Y1,D3,Y1,44B,18,30.310889132455355,32.5,1,17.5,1,23.0,44B
D3Y1_120,D3Y1,D3,Y1,44B,18,30.310889132455355,33.5,1,9.5,1,12.0,44B
D5L2_46,D5L2,D5,L2,44B,29,31.176914536239792,22.0,1,25.5,0,25.5,44B
D5L2_47,D5L2,D5,L2,44B,29,31.176914536239792,23.0,1,15.5,1,21.0,44B
D5L2_48,D5L2,D5,L2,44B,29,31.176914536239792,24.0,0,25.5,0,25.5,44B
D3L2_46,D3L2,D3,L2,44B,25,31.176914536239792,25.0,1,21.5,1,24.5,44B
D3L2_47,D3L2,D3,L2,44B,25,31.176914536239792,26.0,1,17.0,1,23.0,44B
D3L2_48,D3L2,D3,L2,44B,25,31.176914536239792,27.0,1,7.5,1,8.0,44B
D2L3_46,D2L3,D2,L3,44B,21,31.176914536239792,28.0,1,24.5,0,25.5,44B
D2L3_47,D2L3,D2,L3,44B,21,31.176914536239792,29.0,0,25.5,0,25.5,44B
D2L3_48,D2L3,D2,L3,44B,21,31.176914536239792,30.0,1,15.0,1,18.0,44B
D1L3_46,D1L3,D1,L3,44B,17,31.176914536239792,31.0,1,24.0,1,25.5,44B
D1L3_47,D1L3,D1,L3,44B,17,31.176914536239792,32.0,1,17.5,1,19.0,44B
D1L3_48,D1L3,D1,L3,44B,17,31.176914536239792,33.0,1,17.5,1,20.5,44B
D5L2_49,D5L2,D5,L2,44B,29,32.04293994002423,22.5,1,16.0,1,19.5,44B
D5L2_50,D5L2,D5,L2,44B,29,32.04293994002423,23.5,1,17.5,0,25.5,44B
D5L2_51,D5L2,D5,L2,44B,29,32.04293994002423,24.5,0,25.5,0,25.5,44B
D3L2_49,D3L2,D3,L2,44B,25,32.04293994002423,25.5,1,25.5,0,25.5,44B
D3L2_50,D3L2,D3,L2,44B,25,32.04293994002423,26.5,1,21.5,1,24.5,44B
D3L2_51,D3L2,D3,L2,44B,25,32.04293994002423,27.5,1,16.5,1,19.0,44B
D2L3_49,D2L3,D2,L3,44B,21,32.04293994002423,28.5,1,24.0,1,24.5,44B
D2L3_50,D2L3,D2,L3,44B,21,32.04293994002423,29.5,1,24.0,0,25.5,44B
D2L3_51,D2L3,D2,L3,44B,21,32.04293994002423,30.5,0,25.5,0,25.5,44B
D1L3_49,D1L3,D1,L3,44B,17,32.04293994002423,31.5,1,17.0,1,18.0,44B
D1L3_50,D1L3,D1,L3,44B,17,32.04293994002423,32.5,1,15.0,1,17.0,44B
D1L3_51,D1L3,D1,L3,44B,17,32.04293994002423,33.5,1,21.5,1,24.0,44B
D5L2_52,D5L2,D5,L2,44B,29,32.908965343808674,22.0,0,9.5,0,9.5,44B
D5L2_53,D5L2,D5,L2,44B,29,32.908965343808674,23.0,1,21.0,1,24.5,44B
D5L2_54,D5L2,D5,L2,44B,29,32.908965343808674,24.0,1,24.5,0,25.5,44B
D3L2_52,D3L2,D3,L2,44B,25,32.908965343808674,25.0,0,25.5,0,25.5,44B
D3L2_53,D3L2,D3,L2,44B,25,32.908965343808674,26.0,0,25.5,0,25.5,44B
D3L2_54,D3L2,D3,L2,44B,25,32.908965343808674,27.0,0,25.5,0,25.5,44B
D2L3_52,D2L3,D2,L3,44B,21,32.908965343808674,28.0,1,21.5,1,22.0,44B
D2L3_53,D2L3,D2,L3,44B,21,32.908965343808674,29.0,1,19.0,1,21.0,44B
D2L3_54,D2L3,D2,L3,44B,21,32.908965343808674,30.0,0,25.5,0,25.5,44B
D1L3_52,D1L3,D1,L3,44B,17,32.908965343808674,31.0,1,16.5,1,21.0,44B
D1L3_53,D1L3,D1,L3,44B,17,32.908965343808674,32.0,1,13.5,1,14.0,44B
D1L3_54,D1L3,D1,L3,44B,17,32.908965343808674,33.0,1,12.0,1,13.0,44B
D5L2_55,D5L2,D5,L2,44B,29,33.77499074759311,22.5,1,18.0,1,19.0,44B
D5L2_56,D5L2,D5,L2,44B,29,33.77499074759311,23.5,1,24.0,1,25.5,44B
D5L2_57,D5L2,D5,L2,44B,29,33.77499074759311,24.5,1,24.5,0,25.5,44B
D3L2_55,D3L2,D3,L2,44B,25,33.77499074759311,25.5,1,14.0,1,15.5,44B
D3L2_56,D3L2,D3,L2,44B,25,33.77499074759311,26.5,1,24.5,0,25.5,44B
D3L2_57,D3L2,D3,L2,44B,25,33.77499074759311,27.5,0,25.5,0,25.5,44B
D2L3_55,D2L3,D2,L3,44B,21,33.77499074759311,28.5,1,24.5,0,25.5,44B
D2L3_56,D2L3,D2,L3,44B,21,33.77499074759311,29.5,0,10.5,0,10.5,44B
D2L3_57,D2L3,D2,L3,44B,21,33.77499074759311,30.5,1,22.5,1,23.0,44B
D1L3_55,D1L3,D1,L3,44B,17,33.77499074759311,31.5,1,23.5,0,25.5,44B
D1L3_56,D1L3,D1,L3,44B,17,33.77499074759311,32.5,1,24.5,0,25.5,44B
D1L3_57,D1L3,D1,L3,44B,17,33.77499074759311,33.5,1,24.0,1,25.0,44B
D5L2_58,D5L2,D5,L2,44B,29,34.64101615137755,22.0,1,15.0,1,15.5,44B
D5L2_59,D5L2,D5,L2,44B,29,34.64101615137755,23.0,0,25.5,0,25.5,44B
D5L2_60,D5L2,D5,L2,44B,29,34.64101615137755,24.0,1,24.5,0,25.5,44B
D3L2_58,D3L2,D3,L2,44B,25,34.64101615137755,25.0,1,23.0,0,25.5,44B
D3L2_59,D3L2,D3,L2,44B,25,34.64101615137755,26.0,1,24.5,0,25.5,44B
D3L2_60,D3L2,D3,L2,44B,25,34.64101615137755,27.0,1,24.5,0,25.5,44B
D2L3_58,D2L3,D2,L3,44B,21,34.64101615137755,28.0,1,20.5,1,23.0,44B
D2L3_59,D2L3,D2,L3,44B,21,34.64101615137755,29.0,1,23.5,0,25.5,44B
D2L3_60,D2L3,D2,L3,44B,21,34.64101615137755,30.0,1,24.5,0,25.5,44B
D1L3_58,D1L3,D1,L3,44B,17,34.64101615137755,31.0,1,24.5,0,25.5,44B
D1L3_59,D1L3,D1,L3,44B,17,34.64101615137755,32.0,1,24.5,0,25.5,44B
D1L3_60,D1L3,D1,L3,44B,17,34.64101615137755,33.0,1,15.0,1,16.0,44B
D3L2_61,D3L2,D3,L2,44B,16,35.50704155516199,22.5,0,25.5,0,25.5,44B
D3L2_62,D3L2,D3,L2,44B,16,35.50704155516199,23.5,1,22.0,0,25.5,44B
D3L2_63,D3L2,D3,L2,44B,16,35.50704155516199,24.5,0,25.5,0,25.5,44B
D2L1_106,D2L1,D2,L1,44B,12,35.50704155516199,25.5,0,25.5,0,25.5,44B
D2L1_107,D2L1,D2,L1,44B,12,35.50704155516199,26.5,0,25.5,0,25.5,44B
D2L1_108,D2L1,D2,L1,44B,12,35.50704155516199,27.5,0,6.0,0,6.0,44B
D2L1_109,D2L1,D2,L1,44B,8,35.50704155516199,28.5,0,9.5,0,9.5,44B
D2L1_110,D2L1,D2,L1,44B,8,35.50704155516199,29.5,1,22.0,0,25.5,44B
D2L1_111,D2L1,D2,L1,44B,8,35.50704155516199,30.5,0,25.5,0,25.5,44B
D3L3_76,D3L3,D3,L3,44B,4,35.50704155516199,31.5,0,25.5,0,25.5,44B
D3L3_77,D3L3,D3,L3,44B,4,35.50704155516199,32.5,1,11.5,1,12.0,44B
D3L3_78,D3L3,D3,L3,44B,4,35.50704155516199,33.5,1,15.0,1,18.5,44B
D3L2_64,D3L2,D3,L2,44B,16,36.373066958946424,22.0,0,25.5,0,25.5,44B
D3L2_65,D3L2,D3,L2,44B,16,36.373066958946424,23.0,0,25.5,0,25.5,44B
D3L2_66,D3L2,D3,L2,44B,16,36.373066958946424,24.0,1,22.5,0,25.5,44B
D2L1_112,D2L1,D2,L1,44B,12,36.373066958946424,25.0,0,25.5,0,25.5,44B
D2L1_113,D2L1,D2,L1,44B,12,36.373066958946424,26.0,0,25.5,0,25.5,44B
D2L1_114,D2L1,D2,L1,44B,12,36.373066958946424,27.0,1,23.5,0,25.5,44B
D2L1_115,D2L1,D2,L1,44B,8,36.373066958946424,28.0,1,22.5,0,25.5,44B
D2L1_116,D2L1,D2,L1,44B,8,36.373066958946424,29.0,0,25.5,0,25.5,44B
D2L1_117,D2L1,D2,L1,44B,8,36.373066958946424,30.0,0,25.5,0,25.5,44B
D3L3_79,D3L3,D3,L3,44B,4,36.373066958946424,31.0,1,22.0,1,23.0,44B
D3L3_80,D3L3,D3,L3,44B,4,36.373066958946424,32.0,1,12.5,1,14.0,44B
D3L3_81,D3L3,D3,L3,44B,4,36.373066958946424,33.0,1,7.0,1,17.5,44B
D3L2_67,D3L2,D3,L2,44B,16,37.239092362730865,22.5,1,11.0,1,12.5,44B
D3L2_68,D3L2,D3,L2,44B,16,37.239092362730865,23.5,0,25.5,0,25.5,44B
D3L2_69,D3L2,D3,L2,44B,16,37.239092362730865,24.5,1,20.5,1,23.0,44B
D2L1_118,D2L1,D2,L1,44B,12,37.239092362730865,25.5,0,25.5,0,25.5,44B
D2L1_119,D2L1,D2,L1,44B,12,37.239092362730865,26.5,0,25.5,0,25.5,44B
D2L1_120,D2L1,D2,L1,44B,12,37.239092362730865,27.5,0,25.5,0,25.5,44B
D2L1_121,D2L1,D2,L1,44B,8,37.239092362730865,28.5,1,18.0,1,18.5,44B
D2L1_122,D2L1,D2,L1,44B,8,37.239092362730865,29.5,0,25.5,0,25.5,44B
D2L1_123,D2L1,D2,L1,44B,8,37.239092362730865,30.5,0,25.5,0,25.5,44B
D3L3_82,D3L3,D3,L3,44B,4,37.239092362730865,31.5,1,23.5,1,25.5,44B
D3L3_83,D3L3,D3,L3,44B,4,37.239092362730865,32.5,0,25.5,0,25.5,44B
D3L3_84,D3L3,D3,L3,44B,4,37.239092362730865,33.5,1,15.0,1,17.5,44B
D3L2_70,D3L2,D3,L2,44B,16,38.105117766515306,22.0,1,23.0,0,25.5,44B
D3L2_71,D3L2,D3,L2,44B,16,38.105117766515306,23.0,1,16.5,1,18.0,44B
D3L2_72,D3L2,D3,L2,44B,16,38.105117766515306,24.0,0,25.5,0,25.5,44B
D2L1_124,D2L1,D2,L1,44B,12,38.105117766515306,25.0,1,24.5,0,25.5,44B
D2L1_125,D2L1,D2,L1,44B,12,38.105117766515306,26.0,1,24.5,0,25.5,44B
D2L1_126,D2L1,D2,L1,44B,12,38.105117766515306,27.0,0,25.5,0,25.5,44B
D2L1_127,D2L1,D2,L1,44B,8,38.105117766515306,28.0,1,13.0,1,14.5,44B
D2L1_128,D2L1,D2,L1,44B,8,38.105117766515306,29.0,1,21.5,0,25.5,44B
D2L1_129,D2L1,D2,L1,44B,8,38.105117766515306,30.0,0,25.5,0,25.5,44B
D3L3_85,D3L3,D3,L3,44B,4,38.105117766515306,31.0,1,14.0,1,15.5,44B
D3L3_86,D3L3,D3,L3,44B,4,38.105117766515306,32.0,1,9.5,1,10.5,44B
D3L3_87,D3L3,D3,L3,44B,4,38.105117766515306,33.0,1,11.5,1,12.0,44B
D3L2_73,D3L2,D3,L2,44B,16,38.97114317029974,22.5,0,25.5,0,25.5,44B
D3L2_74,D3L2,D3,L2,44B,16,38.97114317029974,23.5,1,23.5,0,25.5,44B
D3L2_75,D3L2,D3,L2,44B,16,38.97114317029974,24.5,0,25.5,0,25.5,44B
D2L1_130,D2L1,D2,L1,44B,12,38.97114317029974,25.5,0,25.5,0,25.5,44B
D2L1_131,D2L1,D2,L1,44B,12,38.97114317029974,26.5,0,25.5,0,25.5,44B
D2L1_132,D2L1,D2,L1,44B,12,38.97114317029974,27.5,0,25.5,0,25.5,44B
D2L1_133,D2L1,D2,L1,44B,8,38.97114317029974,28.5,0,25.5,0,25.5,44B
D2L1_134,D2L1,D2,L1,44B,8,38.97114317029974,29.5,1,16.0,1,16.5,44B
D2L1_135,D2L1,D2,L1,44B,8,38.97114317029974,30.5,0,25.5,0,25.5,44B
D3L3_88,D3L3,D3,L3,44B,4,38.97114317029974,31.5,1,25.5,0,25.5,44B
D3L3_89,D3L3,D3,L3,44B,4,38.97114317029974,32.5,1,13.0,1,15.5,44B
D3L3_90,D3L3,D3,L3,44B,4,38.97114317029974,33.5,1,20.5,1,22.5,44B
D5L3_61,D5L3,D5,L3,44B,15,39.83716857408418,22.0,1,14.5,1,16.5,44B
D5L3_62,D5L3,D5,L3,44B,15,39.83716857408418,23.0,1,11.5,1,15.5,44B
D5L3_63,D5L3,D5,L3,44B,15,39.83716857408418,24.0,0,25.5,0,25.5,44B
D2L2_61,D2L2,D2,L2,44B,11,39.83716857408418,25.0,0,25.5,0,25.5,44B
D2L2_62,D2L2,D2,L2,44B,11,39.83716857408418,26.0,0,25.5,0,25.5,44B
D2L2_63,D2L2,D2,L2,44B,11,39.83716857408418,27.0,1,24.0,0,25.5,44B
D2Y1_61,D2Y1,D2,Y1,44B,7,39.83716857408418,28.0,0,25.5,0,25.5,44B
D2Y1_62,D2Y1,D2,Y1,44B,7,39.83716857408418,29.0,0,25.5,0,25.5,44B
D2Y1_63,D2Y1,D2,Y1,44B,7,39.83716857408418,30.0,0,25.5,0,25.5,44B
D4L3_61,D4L3,D4,L3,44B,3,39.83716857408418,31.0,0,25.5,0,25.5,44B
D4L3_62,D4L3,D4,L3,44B,3,39.83716857408418,32.0,1,25.5,0,25.5,44B
D4L3_63,D4L3,D4,L3,44B,3,39.83716857408418,33.0,1,14.5,1,15.0,44B
D5L3_64,D5L3,D5,L3,44B,15,40.70319397786862,22.5,1,14.0,1,14.5,44B
D5L3_65,D5L3,D5,L3,44B,15,40.70319397786862,23.5,1,15.0,1,17.5,44B
D5L3_66,D5L3,D5,L3,44B,15,40.70319397786862,24.5,1,17.5,1,20.5,44B
D2L2_64,D2L2,D2,L2,44B,11,40.70319397786862,25.5,1,24.5,0,25.5,44B
D2L2_65,D2L2,D2,L2,44B,11,40.70319397786862,26.5,1,24.5,0,25.5,44B
D2L2_66,D2L2,D2,L2,44B,11,40.70319397786862,27.5,1,24.5,0,25.5,44B
D2Y1_64,D2Y1,D2,Y1,44B,7,40.70319397786862,28.5,1,23.5,0,25.5,44B
D2Y1_65,D2Y1,D2,Y1,44B,7,40.70319397786862,29.5,0,25.5,0,25.5,44B
D2Y1_66,D2Y1,D2,Y1,44B,7,40.70319397786862,30.5,1,24.5,0,25.5,44B
D4L3_64,D4L3,D4,L3,44B,3,40.70319397786862,31.5,1,19.5,1,22.0,44B
D4L3_65,D4L3,D4,L3,44B,3,40.70319397786862,32.5,1,12.0,1,14.0,44B
D4L3_66,D4L3,D4,L3,44B,3,40.70319397786862,33.5,1,22.5,0,25.5,44B
D5L3_67,D5L3,D5,L3,44B,15,41.569219381653056,22.0,1,15.5,1,19.5,44B
D5L3_68,D5L3,D5,L3,44B,15,41.569219381653056,23.0,0,9.5,0,9.5,44B
D5L3_69,D5L3,D5,L3,44B,15,41.569219381653056,24.0,1,17.5,1,21.0,44B
D2L2_67,D2L2,D2,L2,44B,11,41.569219381653056,25.0,1,10.5,0,25.5,44B
D2L2_68,D2L2,D2,L2,44B,11,41.569219381653056,26.0,0,25.5,0,25.5,44B
D2L2_69,D2L2,D2,L2,44B,11,41.569219381653056,27.0,1,17.0,1,19.5,44B
D2Y1_67,D2Y1,D2,Y1,44B,7,41.569219381653056,28.0,0,25.5,0,25.5,44B
D2Y1_68,D2Y1,D2,Y1,44B,7,41.569219381653056,29.0,0,25.5,0,25.5,44B
D2Y1_69,D2Y1,D2,Y1,44B,7,41.569219381653056,30.0,1,22.5,0,25.5,44B
D4L3_67,D4L3,D4,L3,44B,3,41.569219381653056,31.0,1,14.0,1,16.5,44B
D4L3_68,D4L3,D4,L3,44B,3,41.569219381653056,32.0,1,24.5,0,25.5,44B
D4L3_69,D4L3,D4,L3,44B,3,41.569219381653056,33.0,0,25.5,0,25.5,44B
D5L3_70,D5L3,D5,L3,44B,15,42.4352447854375,22.5,0,8.0,0,8.0,44B
D5L3_71,D5L3,D5,L3,44B,15,42.4352447854375,23.5,1,18.0,1,20.5,44B
D5L3_72,D5L3,D5,L3,44B,15,42.4352447854375,24.5,1,16.0,1,17.5,44B
D2L2_70,D2L2,D2,L2,44B,11,42.4352447854375,25.5,1,15.5,1,17.5,44B
D2L2_71,D2L2,D2,L2,44B,11,42.4352447854375,26.5,0,25.5,0,25.5,44B
D2L2_72,D2L2,D2,L2,44B,11,42.4352447854375,27.5,0,25.5,0,25.5,44B
D2Y1_70,D2Y1,D2,Y1,44B,7,42.4352447854375,28.5,0,25.5,0,25.5,44B
D2Y1_71,D2Y1,D2,Y1,44B,7,42.4352447854375,29.5,0,25.5,0,25.5,44B
D2Y1_72,D2Y1,D2,Y1,44B,7,42.4352447854375,30.5,0,25.5,0,25.5,44B
D4L3_70,D4L3,D4,L3,44B,3,42.4352447854375,31.5,1,25.5,0,25.5,44B
D4L3_71,D4L3,D4,L3,44B,3,42.4352447854375,32.5,1,23.0,1,24.5,44B
D4L3_72,D4L3,D4,L3,44B,3,42.4352447854375,33.5,0,25.5,0,25.5,44B
D5L3_73,D5L3,D5,L3,44B,15,43.30127018922194,22.0,0,7.5,0,7.5,44B
D5L3_74,D5L3,D5,L3,44B,15,43.30127018922194,23.0,0,25.5,0,25.5,44B
D5L3_75,D5L3,D5,L3,44B,15,43.30127018922194,24.0,1,18.0,1,21.0,44B
D2L2_73,D2L2,D2,L2,44B,11,43.30127018922194,25.0,0,13.0,0,13.0,44B
D2L2_74,D2L2,D2,L2,44B,11,43.30127018922194,26.0,0,25.5,0,25.5,44B
D2L2_75,D2L2,D2,L2,44B,11,43.30127018922194,27.0,0,25.5,0,25.5,44B
D2Y1_73,D2Y1,D2,Y1,44B,7,43.30127018922194,28.0,0,25.5,0,25.5,44B
D2Y1_74,D2Y1,D2,Y1,44B,7,43.30127018922194,29.0,0,25.5,0,25.5,44B
D2Y1_75,D2Y1,D2,Y1,44B,7,43.30127018922194,30.0,1,23.0,0,25.5,44B
D4L3_73,D4L3,D4,L3,44B,3,43.30127018922194,31.0,0,25.5,0,25.5,44B
D4L3_74,D4L3,D4,L3,44B,3,43.30127018922194,32.0,0,25.5,0,25.5,44B
D4L3_75,D4L3,D4,L3,44B,3,43.30127018922194,33.0,0,25.5,0,25.5,44B
D2L3_61,D2L3,D2,L3,44B,14,44.16729559300637,22.5,0,25.5,0,25.5,44B
D2L3_62,D2L3,D2,L3,44B,14,44.16729559300637,23.5,0,25.5,0,25.5,44B
D2L3_63,D2L3,D2,L3,44B,14,44.16729559300637,24.5,1,25.5,0,25.5,44B
D5L2_61,D5L2,D5,L2,44B,10,44.16729559300637,25.5,1,25.5,0,25.5,44B
D5L2_62,D5L2,D5,L2,44B,10,44.16729559300637,26.5,1,22.5,1,24.5,44B
D5L2_63,D5L2,D5,L2,44B,10,44.16729559300637,27.5,1,18.0,1,22.0,44B
D3Y1_121,D3Y1,D3,Y1,44B,6,44.16729559300637,28.5,0,25.5,0,25.5,44B
D3Y1_122,D3Y1,D3,Y1,44B,6,44.16729559300637,29.5,0,25.5,0,25.5,44B
D3Y1_123,D3Y1,D3,Y1,44B,6,44.16729559300637,30.5,1,15.5,1,18.0,44B
D1Y1_61,D1Y1,D1,Y1,44B,2,44.16729559300637,31.5,0,25.5,0,25.5,44B
D1Y1_62,D1Y1,D1,Y1,44B,2,44.16729559300637,32.5,0,25.5,0,25.5,44B
D1Y1_63,D1Y1,D1,Y1,44B,2,44.16729559300637,33.5,0,25.5,0,25.5,44B
D2L3_64,D2L3,D2,L3,44B,14,45.03332099679081,22.0,0,25.5,0,25.5,44B
D2L3_65,D2L3,D2,L3,44B,14,45.03332099679081,23.0,0,25.5,0,25.5,44B
