blok,strata,h,n_perm,seeds,observed,null_mean,null_std,excess,z,n_ge
v3-perm,progeny_parcel,3,200,2,0.10156803729079898,0.07720296915754217,0.004031357931116856,0.024365068133256812,6.04388609237351,0
