blok,strata,h,n_perm,seeds,observed,null_mean,null_std,excess,z,n_ge
v3-perm,progeny,3,200,2,0.10156803729079898,0.07476030781709664,0.004287447881350924,0.026807729473702344,6.2526076620797415,0
